[Spectrum]
Version            = 1
IDData             = DLAB_2018-04-13_12-54-42_763_767
IDDevice           = SAM_8589
IDDataType         = SPECTRUM
IDDataTypeSub1     = CAL
IDDataTypeSub2     = Aqua
IDDataTypeSub3     = 
DateTime           = 2018-04-13 12:53:44
PositionLatitude   = 0
PositionLongitude  = 0
Comment            = 
CommentSub1        = 
CommentSub2        = 
CommentSub3        = 
IDMethodType       = 
MethodName         = 
Mission            = No Mission
MissionSub         = 1
RecordType         = 0

[Attributes]
CalFactor = 1
IDBasisSpec = 
IDDataBack = DLAB_2018-04-12_14-51-44_608_165
IDDataCal = 
IntegrationTime = 256
P31 = -1
P31e = 0
PathLength = +INF
RAWDynamic = 65535
Temperature = +NAN
Unit1 = $05 $00 Pixel 
Unit2 = $04 $09 1/Intensity (m^2 nm)/mW
Unit3 = $04 $09 1/Intensity (m^2 nm)/mW
Unit4 = $f1 $00 Status 
[END] of [Attributes]
[DATA]
 0 7 0 0
 1 +NAN 0 0
 2 +NAN 0 0
 3 +NAN 0 0
 4 0.0337147754771317 0 0
 5 0.0410926391370189 0 0
 6 0.0482342442831172 0 0
 7 0.056878175953732 0 0
 8 0.0664714158508988 0 0
 9 0.0769223577588228 0 0
 10 0.0885459710076299 0 0
 11 0.101609843316648 0 0
 12 0.114302160404846 0 0
 13 0.126558741424524 0 0
 14 0.136747833464841 0 0
 15 0.141560448636739 0 0
 16 0.143009604339448 0 0
 17 0.140964263049621 0 0
 18 0.135489319570657 0 0
 19 0.129774682533791 0 0
 20 0.124665643707202 0 0
 21 0.12093264673781 0 0
 22 0.119552304426894 0 0
 23 0.120333751619288 0 0
 24 0.12219687119262 0 0
 25 0.125954168899855 0 0
 26 0.13149763059662 0 0
 27 0.138234091667485 0 0
 28 0.146331441717561 0 0
 29 0.155859413620912 0 0
 30 0.166091879710747 0 0
 31 0.177493664406467 0 0
 32 0.189443169100065 0 0
 33 0.201134674871941 0 0
 34 0.212240777128693 0 0
 35 0.222242122169083 0 0
 36 0.229646303428416 0 0
 37 0.234556042315718 0 0
 38 0.236860790030262 0 0
 39 0.236918055569213 0 0
 40 0.23489586061886 0 0
 41 0.231406613049887 0 0
 42 0.226715701411478 0 0
 43 0.221084052193525 0 0
 44 0.215089037143319 0 0
 45 0.209001257784188 0 0
 46 0.203639061404408 0 0
 47 0.199350978030192 0 0
 48 0.196373849188735 0 0
 49 0.194285634995518 0 0
 50 0.193752545801956 0 0
 51 0.194005401568163 0 0
 52 0.194706166861295 0 0
 53 0.195447671177207 0 0
 54 0.195592162145346 0 0
 55 0.19583121088884 0 0
 56 0.19660995295772 0 0
 57 0.19805010922219 0 0
 58 0.200463874784942 0 0
 59 0.203723163438635 0 0
 60 0.207660411303949 0 0
 61 0.212116920240964 0 0
 62 0.217231280768632 0 0
 63 0.222589094093661 0 0
 64 0.228220946690432 0 0
 65 0.233862703365928 0 0
 66 0.239192421509446 0 0
 67 0.24406045317768 0 0
 68 0.248385169536218 0 0
 69 0.251585156231262 0 0
 70 0.25328671496013 0 0
 71 0.253313787361171 0 0
 72 0.25145648781505 0 0
 73 0.247952673249525 0 0
 74 0.243340590916465 0 0
 75 0.237883684541672 0 0
 76 0.23207301410517 0 0
 77 0.225979977851712 0 0
 78 0.219893426697275 0 0
 79 0.214159017412106 0 0
 80 0.20879599638085 0 0
 81 0.203504292255839 0 0
 82 0.198456510780366 0 0
 83 0.19354668941599 0 0
 84 0.188543623632183 0 0
 85 0.183613767046547 0 0
 86 0.178379039607643 0 0
 87 0.172710359707496 0 0
 88 0.1673824342855 0 0
 89 0.163349556318416 0 0
 90 0.160989905766693 0 0
 91 0.159966036709856 0 0
 92 0.15962055757953 0 0
 93 0.159465914191389 0 0
 94 0.15946657904085 0 0
 95 0.159129884155096 0 0
 96 0.158208578853412 0 0
 97 0.156563267379178 0 0
 98 0.154001771892717 0 0
 99 0.150933808081095 0 0
 100 0.147886613788604 0 0
 101 0.145118341524623 0 0
 102 0.143011650797606 0 0
 103 0.141583032218442 0 0
 104 0.140373112574905 0 0
 105 0.138763144505248 0 0
 106 0.136423956900612 0 0
 107 0.133715515323775 0 0
 108 0.131771592708143 0 0
 109 0.13030300038846 0 0
 110 0.128821331134573 0 0
 111 0.127007330530179 0 0
 112 0.124792775001907 0 0
 113 0.122230623781829 0 0
 114 0.119930578464361 0 0
 115 0.118248130721547 0 0
 116 0.117303416016931 0 0
 117 0.117188186415763 0 0
 118 0.117833327273779 0 0
 119 0.118879918350432 0 0
 120 0.120263718639032 0 0
 121 0.121402241396513 0 0
 122 0.121964890550775 0 0
 123 0.121899711397905 0 0
 124 0.121073747061724 0 0
 125 0.119773205121975 0 0
 126 0.118373693268615 0 0
 127 0.116776786313505 0 0
 128 0.11523152529455 0 0
 129 0.113785729285261 0 0
 130 0.112434862172763 0 0
 131 0.11118823566462 0 0
 132 0.110002335088365 0 0
 133 0.108695116822803 0 0
 134 0.107247896228851 0 0
 135 0.105794180458948 0 0
 136 0.104017327691736 0 0
 137 0.102115434228241 0 0
 138 0.100168252701634 0 0
 139 0.098249570171062 0 0
 140 0.0964515670321745 0 0
 141 0.0948381240534959 0 0
 142 0.0932472841202443 0 0
 143 0.0915711133478511 0 0
 144 0.0896183587158314 0 0
 145 0.0874545772740388 0 0
 146 0.0850140661915015 0 0
 147 0.0823709603181807 0 0
 148 0.0795119833482202 0 0
 149 0.0764087119950073 0 0
