[Spectrum]
Version            = 1
IDData             = DLAB_2018-04-13_12-52-31_209_732
IDDevice           = SAM_8589
IDDataType         = SPECTRUM
IDDataTypeSub1     = CAL
IDDataTypeSub2     = Air
IDDataTypeSub3     = 
DateTime           = 2018-04-13 12:51:31
 151 0.092523379348801 0 0
 152 0.0881916973684351 0 0
 153 0.0838657001775503 0 0
 154 0.0797937921788329 0 0
 155 0.0760199931624693 0 0
 156 0.0725603400783941 0 0
 157 0.0693169579301457 0 0
 158 0.0664084169933703 0 0
 159 0.063814404027944 0 0
 160 0.0613377196131908 0 0
 161 0.0590818973914046 0 0
 162 0.0569240950008624 0 0
 163 0.0547543172385868 0 0
 164 0.0526934454058533 0 0
 165 0.0506549644566394 0 0
 166 0.048635114257888 0 0
 167 0.0466361825158049 0 0
 168 0.0446087990490884 0 0
 169 0.0426617536537022 0 0
 170 0.0407703765612392 0 0
 171 0.0388886358769152 0 0
 172 0.0371025757381912 0 0
 173 0.0354629052782698 0 0
 174 0.0339525670135472 0 0
 175 0.0325114567534596 0 0
 176 0.031173322395253 0 0
 177 0.0299548071694956 0 0
 178 0.0288154342845245 0 0
 179 0.0277679715240509 0 0
 180 0.0267303813666243 0 0
 181 0.0257051202212119 0 0
 182 0.0248025413472782 0 0
 183 0.0238388673368945 0 0
 184 0.0229599632633803 0 0
 185 0.0220765868786917 0 0
 186 0.0212400795353027 0 0
 187 0.0203521105132099 0 0
 188 0.0195279265828661 0 0
 189 0.0186536717501386 0 0
 190 0.0177008610849587 0 0
 191 0.016734844256422 0 0
 192 0.0158105096060851 0 0
 193 0.0149701348932431 0 0
 194 0.0142137915851557 0 0
 195 0.0134846922232562 0 0
 196 +NAN 0 0
 197 +NAN 0 0
 198 +NAN 0 0
 199 +NAN 0 0
 200 +NAN 0 0
 201 +NAN 0 0
 202 +NAN 0 0
 203 +NAN 0 0
 204 +NAN 0 0
 205 +NAN 0 0
 206 +NAN 0 0
 207 +NAN 0 0
 208 +NAN 0 0
 209 +NAN 0 0
 210 +NAN 0 0
 211 +NAN 0 0
 212 +NAN 0 0
 213 +NAN 0 0
 214 +NAN 0 0
 215 +NAN 0 0
 216 +NAN 0 0
 217 +NAN 0 0
 218 +NAN 0 0
 219 +NAN 0 0
 220 +NAN 0 0
 221 +NAN 0 0
 222 +NAN 0 0
 223 +NAN 0 0
 224 +NAN 0 0
 225 +NAN 0 0
 226 +NAN 0 0
 227 +NAN 0 0
 228 +NAN 0 0
 229 +NAN 0 0
 230 +NAN 0 0
 231 +NAN 0 0
 232 +NAN 0 0
 233 +NAN 0 0
 234 +NAN 0 0
 235 +NAN 0 0
 236 +NAN 0 0
 237 +NAN 0 0
 238 +NAN 0 0
 239 +NAN 0 0
 240 +NAN 0 0
 241 +NAN 0 0
 242 +NAN 0 0
 243 +NAN 0 0
 244 +NAN 0 0
 245 +NAN 0 0
 246 +NAN 0 0
 247 +NAN 0 0
 248 +NAN 0 0
 249 +NAN 0 0
 250 +NAN 0 0
 251 +NAN 0 0
 252 +NAN 0 0
 253 +NAN 0 0
 254 +NAN 0 0
 255 +NAN 0 0
[END] of [DATA]
[END] of [Spectrum]

