[Spectrum]
Version            = 1
IDData             = DLAB_2018-04-13_12-52-31_209_732
IDDevice           = SAM_8589
IDDataType         = SPECTRUM
IDDataTypeSub1     = CAL
IDDataTypeSub2     = Air
IDDataTypeSub3     = 
DateTime           = 2018-04-13 12:51:31
PositionLatitude   = 0
PositionLongitude  = 0
Comment            = 
CommentSub1        = 
CommentSub2        = 
CommentSub3        = 
IDMethodType       = 
MethodName         = 
Mission            = No Mission
MissionSub         = 1
RecordType         = 0

[Attributes]
CalFactor = 1
IDBasisSpec = 
IDDataBack = DLAB_2018-04-12_14-51-44_608_165
IDDataCal = 
IntegrationTime = 128
P31 = -1
P31e = 0
PathLength = +INF
RAWDynamic = 65535
Temperature = +NAN
Unit1 = $05 $00 Pixel 
Unit2 = $04 $09 1/Intensity (m^2 nm)/mW
Unit3 = $04 $09 1/Intensity (m^2 nm)/mW
Unit4 = $f1 $00 Status 
[END] of [Attributes]
[DATA]
 0 6 0 0
 1 +NAN 0 0
 2 +NAN 0 0
 3 +NAN 0 0
 4 0.043036722209437 0 0
 5 0.0529635221223361 0 0
 6 0.0651874424030372 0 0
 7 0.0771350932425965 0 0
 8 0.0887012544551244 0 0
 9 0.102450937394723 0 0
 10 0.119590319890725 0 0
 11 0.136685809658265 0 0
 12 0.153049756173248 0 0
 13 0.169934293580579 0 0
 14 0.183549143731614 0 0
 15 0.191133830558341 0 0
 16 0.192691557622912 0 0
 17 0.189949156285531 0 0
 18 0.182303569416442 0 0
 19 0.174546509663504 0 0
 20 0.167814038403182 0 0
 21 0.162778308614778 0 0
 22 0.160621408712104 0 0
 23 0.16152795108346 0 0
 24 0.164216600349587 0 0
 25 0.169553160418215 0 0
 26 0.176818154559513 0 0
 27 0.186055710594836 0 0
 28 0.196679715294108 0 0
 29 0.209431949995991 0 0
 30 0.223084450479527 0 0
 31 0.238713752922149 0 0
 32 0.254271027161203 0 0
 33 0.269915212327722 0 0
 34 0.285009123738446 0 0
 35 0.298088827628587 0 0
 36 0.308173065334305 0 0
 37 0.314425730297072 0 0
 38 0.317202018225178 0 0
 39 0.317369579053307 0 0
 40 0.314577750681216 0 0
 41 0.309943196640452 0 0
 42 0.303363907870892 0 0
 43 0.295789747003746 0 0
 44 0.287612480345241 0 0
 45 0.279421549518105 0 0
 46 0.272404781325413 0 0
 47 0.266642417857699 0 0
 48 0.262350136390732 0 0
 49 0.259722902381626 0 0
 50 0.258902235433978 0 0
 51 0.259281992567411 0 0
 52 0.260321430223673 0 0
 53 0.26110297645406 0 0
 54 0.261580564375981 0 0
 55 0.261746589695898 0 0
 56 0.262578799524107 0 0
 57 0.264523350583587 0 0
 58 0.267615524304682 0 0
 59 0.271833346265656 0 0
 60 0.277192543584334 0 0
 61 0.283279611695696 0 0
 62 0.290195674723735 0 0
 63 0.297399751258733 0 0
 64 0.304904787811341 0 0
 65 0.312374593024814 0 0
 66 0.319598680705174 0 0
 67 0.326051976951334 0 0
 68 0.331953109173998 0 0
 69 0.336256734223056 0 0
 70 0.338633997286977 0 0
 71 0.33867293608063 0 0
 72 0.336195754918817 0 0
 73 0.331345617514978 0 0
 74 0.325037425990943 0 0
 75 0.317773830405332 0 0
 76 0.309994078829784 0 0
 77 0.301861999843906 0 0
 78 0.293651217635308 0 0
 79 0.285902524538527 0 0
 80 0.278598642048875 0 0
 81 0.271499525468201 0 0
 82 0.264661471005943 0 0
 83 0.258036727591547 0 0
 84 0.251366405630895 0 0
 85 0.24473878758037 0 0
 86 0.237699056159128 0 0
 87 0.230232391621957 0 0
 88 0.22308871873255 0 0
 89 0.217748037133942 0 0
 90 0.214623389780901 0 0
 91 0.213263211969232 0 0
 92 0.212789423999149 0 0
 93 0.212608157757312 0 0
 94 0.212609223162223 0 0
 95 0.212143194207021 0 0
 96 0.210874623167643 0 0
 97 0.208624806143346 0 0
 98 0.205215161782171 0 0
 99 0.200994444973457 0 0
 100 0.196865548938706 0 0
 101 0.193152121324542 0 0
 102 0.190247493899752 0 0
 103 0.188335435785343 0 0
 104 0.18674238098491 0 0
 105 0.184598245000291 0 0
 106 0.181567460879351 0 0
 107 0.17788789423907 0 0
 108 0.175210196917206 0 0
 109 0.173232631732828 0 0
 110 0.171281872211401 0 0
 111 0.168840158201377 0 0
 112 0.165749527239164 0 0
 113 0.162417348861312 0 0
 114 0.15938359500041 0 0
 115 0.157074436030743 0 0
 116 0.15585270684073 0 0
 117 0.15569482388772 0 0
 118 0.156552548578679 0 0
 119 0.157977498582239 0 0
 120 0.15984081856641 0 0
 121 0.161430731249874 0 0
 122 0.162196997225966 0 0
 123 0.162108056417875 0 0
 124 0.161011358926135 0 0
 125 0.159337381052249 0 0
 126 0.157387146390809 0 0
 127 0.155430531787304 0 0
 128 0.153399104450211 0 0
 129 0.151555981830578 0 0
 130 0.149795505964832 0 0
 131 0.14814347907413 0 0
 132 0.146529772428585 0 0
 133 0.144811055754028 0 0
 134 0.142882005823067 0 0
 135 0.140860419539575 0 0
 136 0.138448894321277 0 0
 137 0.135915633855689 0 0
 138 0.133308181497224 0 0
 139 0.130723575488201 0 0
 140 0.128306032938041 0 0
 141 0.126176807269281 0 0
 142 0.12395976368475 0 0
 143 0.121751677652924 0 0
 144 0.119076071064567 0 0
 145 0.116128684223605 0 0
 146 0.112894436674448 0 0
 147 0.109336184832365 0 0
 148 0.105410560457555 0 0
 149 0.101261444403513 0 0
 150 0.0969929739413323 0 0
