[Spectrum]
Version            = 1
IDData             = DLAB_2018-04-12_09-33-02_217_812
IDDevice           = SAM_8586
IDDataType         = SPECTRUM
IDDataTypeSub1     = BACK
IDDataTypeSub2     = 
IDDataTypeSub3     = 
DateTime           = 2018-04-12 09:26:45
PositionLatitude   = 0
PositionLongitude  = 0
Comment            = 
CommentSub1        = 
CommentSub2        = 
CommentSub3        = 
IDMethodType       = SAM Calibration Station
MethodName         = SAM_Calibration_Station
Mission            = 
MissionSub         = 0
RecordType         = 0

[Attributes]
CalFactor = 1
IDBasisSpec = 
IDDataBack = 
IDDataCal = 
IntegrationTime = 8192
P31 = -1
P31e = 0
PathLength = +INF
RAWDynamic = 65535
Temperature = +NAN
Unit1 = $05 $00 Pixel 
Unit2 = $03 $05 Intensity counts
Unit3 = $03 $05 Intensity counts
Unit4 = $f1 $00 Status 
[END] of [Attributes]
[DATA]
 0 12 0 0
 1 0.0181530806237194 0.0158718526910239 0
 2 0.0180613830726081 0.0158486230548876 0
 3 0.018075903884186 0.0158338476209825 0
 4 0.0181840385229166 0.0157343844056675 0
 5 0.0181129374061019 0.0157392426349483 0
 6 0.0181179131285961 0.0155976548658221 0
 7 0.0180647122598201 0.0159121703557084 0
 8 0.0181299924896914 0.0158874075433379 0
 9 0.0181061286328846 0.0159191327528506 0
 10 0.0181275868069034 0.0157583557548653 0
 11 0.0180835442126809 0.0159062443319355 0
 12 0.018129643362098 0.0157385850606714 0
 13 0.0180940756177496 0.0158180127715514 0
 14 0.0181294257898296 0.0158573864060555 0
 15 0.018080976092217 0.0157932925522586 0
 16 0.0181265115078736 0.0157453817986713 0
 17 0.0180924952090831 0.0158802510334812 0
 18 0.018143315694172 0.0158905829969273 0
 19 0.0180953372577438 0.0156800878325427 0
 20 0.0181291080680166 0.0158666079819319 0
 21 0.0180933700345472 0.0156502135017287 0
 22 0.0181386740942873 0.0157594219783013 0
 23 0.0181040841165726 0.0157708397161044 0
 24 0.0181386243684681 0.0157456569080582 0
 25 0.0180970235736814 0.0158533144030936 0
 26 0.0181387360334656 0.0158770555052855 0
 27 0.0180969153982151 0.0157848516167237 0
 28 0.018116702435757 0.0158313887435563 0
 29 0.0181111799037286 0.0159704069630791 0
 30 0.0181461586152156 0.0159346738147829 0
 31 0.0181246287313312 0.0159264004585699 0
 32 0.0181628572431961 0.0156717043278379 0
 33 0.018114658268398 0.0159741090696001 0
 34 0.0181484397217409 0.0160317011948285 0
 35 0.0181071620575404 0.0159220718497713 0
 36 0.0181604376022834 0.0159454594643309 0
 37 0.018122435735468 0.0159228647094383 0
 38 0.0181573053991059 0.0160648503048924 0
 39 0.0181289011388183 0.0158068652554051 0
 40 0.018168852955651 0.0159511232962897 0
 41 0.0181318874795929 0.0159276183762047 0
 42 0.0181611077667444 0.015992470875557 0
 43 0.018115368387991 0.0158966406402927 0
 44 0.0181776514595411 0.0159754701279057 0
 45 0.0181369178132498 0.0158684410553277 0
 46 0.0181601928116719 0.0160302107862338 0
 47 0.0181202666428932 0.0158522750621739 0
 48 0.0181683227213899 0.0159350131629099 0
 49 0.0181432499165095 0.0159256564762052 0
 50 0.0181751641217237 0.0160782224365378 0
 51 0.0181453281067973 0.0158102322032821 0
 52 0.0181789680596512 0.0158741523680943 0
 53 0.0181376071701323 0.0162186624618704 0
 54 0.0181824247892274 0.0159878203748108 0
 55 0.0181430548517171 0.015797084034418 0
 56 0.0181738508366681 0.0159667272004677 0
 57 0.018141154976472 0.0160050072053342 0
 58 0.0181879152175691 0.0160714735284694 0
 59 0.0181319187108968 0.0159997904261291 0
 60 0.0181926683079746 0.0158474161346459 0
 61 0.0181416356593906 0.0160340666816951 0
 62 0.0181796211254095 0.0158917731592369 0
 63 0.0181456348365871 0.0159995957897291 0
 64 0.0181934372261678 0.0160536387245677 0
 65 0.0181605346112499 0.0160293116184344 0
 66 0.0181865933831622 0.0158541612023549 0
 67 0.0181598161167822 0.016041989692388 0
 68 0.0181901200778383 0.0159699216812926 0
 69 0.0181437803252472 0.0160772546659535 0
 70 0.018181584859075 0.016060038334487 0
 71 0.0181556700303235 0.0159683495777784 0
 72 0.0181739722723528 0.0159434451957933 0
 73 0.0181525430614427 0.015721287383409 0
 74 0.0181906986421062 0.015933975567608 0
 75 0.0181540721740011 0.0160603586553784 0
 76 0.018192890242157 0.0161569822739952 0
 77 0.0181550382507053 0.0159342738937135 0
 78 0.0181756399192986 0.0158544846653586 0
 79 0.0181506995421261 0.0159591232887336 0
 80 0.0182079224445277 0.0160096762096306 0
 81 0.0181572277570374 0.0158166703913578 0
 82 0.0181876875256603 0.0159909678985132 0
 83 0.0181513239937288 0.0158778268938519 0
 84 0.0182011731678168 0.0159589602480183 0
 85 0.0181564768099298 0.0160682443098475 0
 86 0.0181887528795262 0.0158160828163602 0
 87 0.0181510348860714 0.0159468453104112 0
 88 0.0181969091352046 0.0160507327943878 0
 89 0.018161540643086 0.0159762570524718 0
 90 0.0182061762831306 0.0160708761780113 0
 91 0.0181636825173176 0.0159307393665144 0
 92 0.0181907811695183 0.0159454713345329 0
 93 0.0181509068202775 0.015778415174266 0
 94 0.018200053202788 0.0158577414647439 0
 95 0.0181582250650456 0.015905880894281 0
 96 0.0182060963728668 0.0160145063344625 0
 97 0.0181572581159586 0.0160233878639648 0
 98 0.0181960934572938 0.0159452110628985 0
 99 0.0181579239185057 0.0161496421251314 0
