[Spectrum]
Version            = 1
IDData             = 95A7_2019-05-02_23-19-03_000_010
IDDevice           = SAM_8589
IDDataType         = SPECTRUM
IDDataTypeSub1     = RAW
IDDataTypeSub2     = 
IDDataTypeSub3     = 
DateTime           = 2019-05-02 23:19:03
PositionLatitude   = 0
PositionLongitude  = 0
Comment            = 
CommentSub1        = 
CommentSub2        = 
CommentSub3        = 
IDMethodType       = SAM Control
MethodName         = SAM_8589
Mission            = No Mission
MissionSub         = 1
RecordType         = 0
[Attributes]
CalFactor = 1
IDBasisSpec = 
IDDataBack = DLAB_2018-04-12_14-51-44_608_165
IDDataCal = DLAB_2018-04-13_12-52-31_209_732
IntegrationTime = 4096
P31 = -1
P31e = 0
PathLength = +INF
PathLengthCustomOn = 0
RAWDynamic = 65535
Salinity = 0
Temperature = -NAN
Unit1 = $05 $00 Pixel 
Unit2 = $03 $05 Intensity counts
Unit3 = $f0 $05 Error counts
Unit4 = $f1 $00 Status 
p999 = 1
[END] of [Attributes]
[DATA]
 0 11 0 0
 1 1080 0 0
 2 1073 0 0
 3 1072 0 0
 4 1077 0 0
 5 1080 0 0
 6 1074 0 0
 7 1073 0 0
 8 1078 0 0
 9 1072 0 0
 10 1075 0 0
 11 1072 0 0
 12 1075 0 0
 13 1075 0 0
 14 1073 0 0
 15 1067 0 0
 16 1073 0 0
 17 1075 0 0
 18 1074 0 0
 19 1071 0 0
 20 1076 0 0
 21 1072 0 0
 22 1076 0 0
 23 1073 0 0
 24 1076 0 0
 25 1077 0 0
 26 1070 0 0
 27 1081 0 0
 28 1076 0 0
 29 1071 0 0
 30 1078 0 0
 31 1074 0 0
 32 1075 0 0
 33 1072 0 0
 34 1076 0 0
 35 1072 0 0
 36 1073 0 0
 37 1076 0 0
 38 1076 0 0
 39 1075 0 0
 40 1081 0 0
 41 1073 0 0
 42 1077 0 0
 43 1078 0 0
 44 1079 0 0
 45 1075 0 0
 46 1076 0 0
 47 1075 0 0
 48 1074 0 0
 49 1075 0 0
 50 1073 0 0
 51 1076 0 0
 52 1074 0 0
 53 1073 0 0
 54 1075 0 0
 55 1072 0 0
 56 1077 0 0
 57 1072 0 0
 58 1075 0 0
 59 1075 0 0
 60 1072 0 0
 61 1069 0 0
 62 1078 0 0
 63 1076 0 0
 64 1076 0 0
 65 1079 0 0
 66 1076 0 0
 67 1072 0 0
 68 1073 0 0
 69 1077 0 0
 70 1077 0 0
 71 1070 0 0
 72 1073 0 0
 73 1077 0 0
 74 1076 0 0
 75 1073 0 0
 76 1072 0 0
 77 1075 0 0
 78 1076 0 0
 79 1079 0 0
 80 1077 0 0
 81 1074 0 0
 82 1077 0 0
 83 1079 0 0
 84 1074 0 0
 85 1075 0 0
 86 1079 0 0
 87 1078 0 0
 88 1078 0 0
 89 1079 0 0
 90 1081 0 0
 91 1078 0 0
 92 1078 0 0
 93 1077 0 0
 94 1078 0 0
 95 1076 0 0
 96 1080 0 0
 97 1082 0 0
 98 1079 0 0
 99 1082 0 0
 100 1078 0 0
 101 1080 0 0
 102 1078 0 0
 103 1079 0 0
 104 1075 0 0
 105 1076 0 0
 106 1080 0 0
 107 1075 0 0
 108 1075 0 0
 109 1076 0 0
 110 1080 0 0
 111 1077 0 0
 112 1084 0 0
 113 1079 0 0
 114 1084 0 0
 115 1084 0 0
 116 1080 0 0
 117 1075 0 0
 118 1079 0 0
 119 1079 0 0
 120 1084 0 0
 121 1081 0 0
 122 1077 0 0
 123 1074 0 0
 124 1083 0 0
 125 1078 0 0
 126 1080 0 0
 127 1077 0 0
 128 1080 0 0
 129 1080 0 0
 130 1079 0 0
 131 1081 0 0
 132 1076 0 0
 133 1079 0 0
 134 1079 0 0
 135 1082 0 0
 136 1081 0 0
 137 1086 0 0
 138 1079 0 0
 139 1079 0 0
 140 1076 0 0
 141 1081 0 0
 142 1080 0 0
 143 1077 0 0
 144 1081 0 0
 145 1081 0 0
 146 1078 0 0
 147 1078 0 0
 148 1081 0 0
 149 1076 0 0
 150 1079 0 0
 151 1077 0 0
 152 1082 0 0
 153 1078 0 0
 154 1080 0 0
 155 1078 0 0
 156 1078 0 0
 157 1080 0 0
 158 1077 0 0
 159 1080 0 0
 160 1081 0 0
 161 1082 0 0
 162 1082 0 0
 163 1080 0 0
 164 1075 0 0
 165 1077 0 0
 166 1077 0 0
 167 1072 0 0
 168 1077 0 0
 169 1077 0 0
 170 1077 0 0
 171 1072 0 0
 172 1079 0 0
 173 1081 0 0
 174 1080 0 0
 175 1073 0 0
 176 1084 0 0
 177 1079 0 0
 178 1076 0 0
 179 1076 0 0
 180 1078 0 0
 181 1078 0 0
 182 1077 0 0
 183 1078 0 0
 184 1085 0 0
 185 1075 0 0
 186 1077 0 0
 187 1077 0 0
 188 1081 0 0
 189 1080 0 0
 190 1077 0 0
 191 1073 0 0
 192 1083 0 0
 193 1077 0 0
 194 1078 0 0
 195 1073 0 0
 196 1074 0 0
 197 1081 0 0
 198 1076 0 0
 199 1079 0 0
 200 1082 0 0
 201 1078 0 0
 202 1082 0 0
 203 1077 0 0
 204 1081 0 0
 205 1076 0 0
 206 1080 0 0
 207 1080 0 0
 208 1078 0 0
 209 1077 0 0
 210 1076 0 0
 211 1079 0 0
 212 1077 0 0
 213 1075 0 0
 214 1077 0 0
 215 1077 0 0
 216 1077 0 0
 217 1077 0 0
 218 1080 0 0
 219 1075 0 0
 220 1076 0 0
 221 1074 0 0
