[Spectrum]
Version            = 1
IDData             = 95A7_2019-05-02_23-19-03_000_010
IDDevice           = SAM_8589
IDDataType         = SPECTRUM
IDDataTypeSub1     = RAW
IDDataTypeSub2     = 
IDDataTypeSub3     = 
DateTime           = 2019-05-02 23:19:03
 222 1075 0 0
 223 1077 0 0
 224 1076 0 0
 225 1077 0 0
 226 1075 0 0
 227 1077 0 0
 228 1082 0 0
 229 1081 0 0
 230 1082 0 0
 231 1076 0 0
 232 1083 0 0
 233 1075 0 0
 234 1079 0 0
 235 1081 0 0
 236 1079 0 0
 237 1074 0 0
 238 1076 0 0
 239 1078 0 0
 240 1070 0 0
 241 1074 0 0
 242 1081 0 0
 243 1073 0 0
 244 1078 0 0
 245 1072 0 0
 246 1080 0 0
 247 1071 0 0
 248 1077 0 0
 249 1077 0 0
 250 1076 0 0
 251 1077 0 0
 252 1081 0 0
 253 1072 0 0
 254 1076 0 0
 255 1072 0 0
[END] of [DATA]
[END] of [Spectrum]

[Spectrum]
Version            = 1
IDData             = 95A7_2019-05-02_23-19-03_000_011
IDDevice           = SAM_8589
IDDataType         = SPECTRUM
IDDataTypeSub1     = CALIBRATED
IDDataTypeSub2     = 
IDDataTypeSub3     = 
DateTime           = 2019-05-02 23:19:03
PositionLatitude   = 0
PositionLongitude  = 0
Comment            = 
CommentSub1        = 
CommentSub2        = 
CommentSub3        = 
IDMethodType       = SAM Control
MethodName         = SAM_8589
Mission            = No Mission
MissionSub         = 1
RecordType         = 0
[Attributes]
CalFactor = 1
IDBasisSpec = 
IDDataBack = DLAB_2018-04-12_14-51-44_608_165
IDDataCal = DLAB_2018-04-13_12-52-31_209_732
IntegrationTime = 4096
P31 = -1
P31e = 0
PathLength = +INF
PathLengthCustomOn = 0
RAWDynamic = 65535
Salinity = 0
Temperature = -NAN
Unit1 = $01 $01 Wavelength nm
Unit2 = $03 $06 Intensity mW/(m^2 nm)
Unit3 = $f0 $06 Error mW/(m^2 nm)
Unit4 = $f1 $00 Status 
p999 = 1
[END] of [Attributes]
[DATA]
 0 11 0 0
 307.52331957488 0 0 0
 310.83625202772 0 0 0
 314.15001779904 0 0 0
 317.464605545 0.00631699313854459 0 0
 320.78000392176 0.00317054349982766 0 0
 324.09620158548 0.00271440273417521 0 0
 327.41318719232 -0.00011692351416802 0 0
 330.73094939844 0.00299109561839275 0 0
 334.04947686 0.00207987049229945 0 0
 337.36875823316 0.00174304384034978 0 0
 340.68878217408 0.00181724233251368 0 0
 344.00953733892 0.00200225026633493 0 0
 347.33101238384 4.77643371308956e-005 0 0
 350.653195965 0.0019433715537566 0 0
 353.97607673856 0.00135367683195969 0 0
 357.29964336068 0.000452110293089651 0 0
 360.62388448752 0.00105369424900323 0 0
 363.94878877524 0.00118366227254973 0 0
 367.27434488 0.00164534887895995 0 0
 370.60054145796 0.00149744683266266 0 0
 373.92736716528 0.00243830171301871 0 0
 377.25481065812 -6.24624364589214e-005 0 0
 380.58286059264 0.00175049422913439 0 0
 383.911505625 0.00197366300670705 0 0
 387.24073441136 0.000501622774665931 0 0
 390.57053560788 0.000399774519174309 0 0
 393.90089787072 0.00232460147366873 0 0
 397.23180985604 0.000869693366895981 0 0
 400.56326022 0.000440475163883428 0 0
 403.89523761876 0.000558716956044843 0 0
 407.22773070848 0.00164640357998125 0 0
 410.56072814532 -0.000133655314364521 0 0
 413.89421858544 0.000742846291981327 0 0
 417.228190685 0.000957969170463954 0 0
 420.56263310016 0.000524628612361338 0 0
 423.89753448708 0.00110031049077785 0 0
 427.23288350192 0.00151393866041888 0 0
 430.56866880084 0.000443122308710836 0 0
 433.90487904 0.000718700505179378 0 0
 437.24150287556 0.00107193739225301 0 0
 440.57852896368 0.000805325612300356 0 0
 443.91594596052 0.000611171149313773 0 0
 447.25374252224 0.00103912850141344 0 0
 450.591907305 0.00117760135630972 0 0
 453.93042896496 0.00021138322375259 0 0
 457.26929615828 0.00132732209230772 0 0
 460.60849754112 0.00147659817572088 0 0
 463.94802176964 0.00138292504452615 0 0
 467.2878575 0.00129877539525582 0 0
 470.62799338836 0.0013370211512259 0 0
 473.96841809088 0.000661233194125894 0 0
 477.30912026372 0.00125264525932195 0 0
 480.65008856304 0.000824830927002812 0 0
 483.991311645 0.0013211989251917 0 0
 487.33277816576 0.00113889991708141 0 0
 490.67447678148 0.000666958640050387 0 0
 494.01639614832 0.00133859400537313 0 0
 497.35852492244 0.00184167874480201 0 0
 500.70085176 0.00114408493303852 0 0
 504.04336531716 7.41597534976741e-005 0 0
 507.38605425008 0.000645584930084478 0 0
 510.72890721492 0.00116912092669868 0 0
 514.07191286784 0.000596455931862071 0 0
 517.415059865 0.00125545199565389 0 0
 520.75833686256 0.000212516427111535 0 0
 524.10173251668 0.000874957616282658 0 0
 527.44523548352 0.00116707464438776 0 0
 530.78883441924 0.00025398380220144 0 0
 534.13251798 0.000820591600333065 0 0
 537.47627482196 0.000891448395420976 0 0
 540.82009360128 0.000784820580137946 0 0
 544.16396297412 0.000786314717137432 0 0
 547.50787159664 0.000317182454933214 0 0
 550.851808125 0.000372855763997008 0 0
 554.19576121536 0.00099234519524459 0 0
 557.53971952388 0.00102604692799135 0 0
 560.88367170672 0.00096920151108243 0 0
 564.22760642004 0.000502096800561831 0 0
 567.57151232 0.00064214333269977 0 0
 570.91537806276 -0.000458218095133197 0 0
 574.25919230448 0.000485866285487993 0 0
 577.60294370132 0.000685957386690006 0 0
 580.94662090944 0.00028806219667113 0 0
 584.290212585 0.000909096573080418 0 0
 587.63370738416 0.000721160579542477 0 0
 590.97709396308 0.000621853118997676 0 0
 594.32036097792 0.00100247793062432 0 0
 597.66349708484 0.00206206468590892 0 0
 601.00649094 0.000210220239321842 0 0
 604.34933119956 0.00141114759978267 0 0
 607.69200651968 0.00058433204504273 0 0
 611.03450555652 7.85097185724197e-005 0 0
 614.37681696624 0.000451815017639734 0 0
 617.718929405 -7.89041974065216e-005 0 0
 621.06083152896 0.00252176051853457 0 0
 624.40251199428 0.000831173008830502 0 0
 627.74395945712 -0.000705981618633438 0 0
 631.08516257364 0.00111980578514507 0 0
 634.42611 0.000217846447449404 0 0
 637.76679039236 0.000367774967114262 0 0
 641.10719240688 0.000976323868826618 0 0
 644.44730469972 0.00103731165049222 0 0
 647.78711592704 -0.000622427403973797 0 0
 651.126614745 0.00110705788173812 0 0
 654.46578980976 0.000960544212856384 0 0
 657.80462977748 0.000632620233208932 0 0
 661.14312330432 -4.88719833094181e-006 0 0
 664.48125904644 0.000585200556624193 0 0
 667.81902566 -0.000448042341741501 0 0
 671.15641180116 0.00211475549474075 0 0
 674.49340612608 0.00182321945076426 0 0
 677.82999729092 -0.000132250346101175 0 0
 681.16617395184 0.000229187397823726 0 0
 684.501924765 0.000189732879128739 0 0
 687.83723838656 0.000463662344996505 0 0
 691.17210347268 -0.00030552601785234 0 0
 694.50650867952 0.000358963140153486 0 0
 697.84044266324 -0.000327765514658236 0 0
 701.17389408 0.000754694768878684 0 0
 704.50685158596 0.000139388557740366 0 0
 707.83930383728 0.000707163117772419 0 0
 711.17123949012 -2.35438936882264e-005 0 0
 714.50264720064 0.0016531233844152 0 0
 717.833515625 0.00154164597755303 0 0
 721.16383341936 -0.000403426142503007 0 0
 724.49358923988 0.0025610044425304 0 0
 727.82277174272 0.00120413199286345 0 0
 731.15136958404 -0.000210107778691202 0 0
 734.47937142 0.00069771620381736 0 0
 737.80676590676 -0.000147684412991285 0 0
 741.13354170048 -0.000226081482910886 0 0
 744.45968745732 2.34978325319702e-005 0 0
 747.78519183344 0.000640158512312838 0 0
 751.110043485 0.00282757800642123 0 0
 754.43423106816 0.000285190735726477 0 0
 757.75774323908 0.00051205560468272 0 0
 761.08056865392 0.00180551006844038 0 0
 764.40269596884 0.000215362535191853 0 0
 767.72411384 0.00181036392774015 0 0
 771.04481092356 0.00170278357625768 0 0
 774.36477587568 0.0030641876782903 0 0
 777.68399735252 0.000832228700810532 0 0
 781.00246401024 0.00287194634230384 0 0
 784.320164505 0.00212374931169938 0 0
 787.63708749296 0.00109666310700314 0 0
 790.95322163028 0.00262456136928157 0 0
 794.26855557312 0.001674104818242 0 0
 797.58307797764 -0.000122999139540543 0 0
 800.8967775 0.00196857187789 0 0
 804.20964279636 0.00185925181200687 0 0
 807.52166252288 0.00192008422209096 0 0
 810.83282533572 0.00362124481810506 0 0
 814.14311989104 0.00241813856174481 0 0
 817.452534845 0.00136955993131044 0 0
 820.76105885376 0.00265099497583161 0 0
 824.06868057348 0.00367276739147494 0 0
 827.37538866032 0.00262685271487024 0 0
 830.68117177044 -0.00116921308145146 0 0
 833.98601856 0.00312574613578624 0 0
 837.28991768516 0.00549430718043629 0 0
 840.59285780208 0.00437285142187423 0 0
 843.89482756692 -0.00124967471722989 0 0
 847.19581563584 0.00457980810422064 0 0
 850.495810665 0.00704474813898092 0 0
 853.79480131056 0.00512179752761947 0 0
 857.09277622868 0.00371298120283903 0 0
 860.38972407552 0.000657063798809404 0 0
 863.68563350724 0.0066559679537559 0 0
 866.98049318 0.00479394451221569 0 0
 870.27429174996 0.00895778812049727 0 0
 873.56701787328 0.00960956009879065 0 0
 876.85866020612 0.00904971055923573 0 0
 880.14920740464 0.00426760642912044 0 0
 883.438648125 0.00860095803077349 0 0
 886.72697102336 0.0101260746484658 0 0
 890.01416475588 0.00979899739352882 0 0
 893.30021797872 0.00956443697603605 0 0
 896.58511934804 0.00739679270083197 0 0
 899.86885752 0.00187580773308047 0 0
 903.15142115076 -0.00119819072260729 0 0
 906.43279889648 0.0116793110258952 0 0
 909.71297941332 0.00735543370872694 0 0
 912.99195135744 0.00125521497933952 0 0
 916.269703385 -0.00514423538547941 0 0
 919.54622415216 0.00421606354153073 0 0
 922.82150231508 0.0139982081689897 0 0
 926.09552652992 -0.000392278115846859 0 0
 929.36828545284 0.0198795120227076 0 0
 932.63976774 0.0062877039815914 0 0
 935.90996204756 0.0127686105462363 0 0
 939.17885703168 0.0107525762977473 0 0
 942.44644134852 0.017400056022827 0 0
 945.71270365424 0.00551841466213899 0 0
 948.977632605 0.00954309747980402 0 0
 952.24121685696 0.0107852147296532 0 0
 955.50344506628 0 0 0
 958.76430588912 0 0 0
 962.02378798164 0 0 0
 965.28188 0 0 0
 968.53857060036 0 0 0
 971.79384843888 0 0 0
 975.04770217172 0 0 0
 978.30012045504 0 0 0
 981.551091945 0 0 0
 984.80060529776 0 0 0
 988.04864916948 0 0 0
 991.29521221632 0 0 0
 994.54028309444 0 0 0
 997.78385046 0 0 0
 1001.02590296916 0 0 0
 1004.26642927808 0 0 0
 1007.50541804292 0 0 0
 1010.74285791984 0 0 0
 1013.978737565 0 0 0
 1017.21304563456 0 0 0
 1020.44577078468 0 0 0
 1023.67690167152 0 0 0
 1026.90642695124 0 0 0
 1030.13433528 0 0 0
 1033.36061531396 0 0 0
 1036.58525570928 0 0 0
 1039.80824512212 0 0 0
 1043.02957220864 0 0 0
 1046.249225625 0 0 0
 1049.46719402736 0 0 0
 1052.68346607188 0 0 0
 1055.89803041472 0 0 0
 1059.11087571204 0 0 0
 1062.32199062 0 0 0
 1065.53136379476 0 0 0
 1068.73898389248 0 0 0
 1071.94483956932 0 0 0
 1075.14891948144 0 0 0
 1078.351212285 0 0 0
 1081.55170663616 0 0 0
 1084.75039119108 0 0 0
 1087.94725460592 0 0 0
 1091.14228553684 0 0 0
 1094.33547264 0 0 0
 1097.52680457156 0 0 0
 1100.71626998768 0 0 0
 1103.90385754452 0 0 0
 1107.08955589824 0 0 0
 1110.273353705 0 0 0
 1113.45523962096 0 0 0
 1116.63520230228 0 0 0
 1119.81323040512 0 0 0
 1122.98931258564 0 0 0
 1126.1634375 0 0 0
 1129.33559380436 0 0 0
 1132.50577015488 0 0 0
 1135.67395520772 0 0 0
 1138.84013761904 0 0 0
 1142.004306045 0 0 0
 1145.16644914176 0 0 0
[END] of [DATA]
[END] of [Spectrum]

[Spectrum]
Version            = 1
IDData             = 95A7_2019-05-02_23-41-01_000_010
IDDevice           = SAM_8589
IDDataType         = SPECTRUM
IDDataTypeSub1     = RAW
IDDataTypeSub2     = 
IDDataTypeSub3     = 
DateTime           = 2019-05-02 23:41:01
PositionLatitude   = 0
PositionLongitude  = 0
Comment            = 
CommentSub1        = 
CommentSub2        = 
CommentSub3        = 
IDMethodType       = SAM Control
MethodName         = SAM_8589
Mission            = No Mission
MissionSub         = 1
RecordType         = 0
[Attributes]
CalFactor = 1
IDBasisSpec = 
IDDataBack = DLAB_2018-04-12_14-51-44_608_165
IDDataCal = DLAB_2018-04-13_12-52-31_209_732
IntegrationTime = 4096
P31 = -1
P31e = 0
PathLength = +INF
PathLengthCustomOn = 0
RAWDynamic = 65535
Salinity = 0
Temperature = -NAN
Unit1 = $05 $00 Pixel 
Unit2 = $03 $05 Intensity counts
Unit3 = $f0 $05 Error counts
Unit4 = $f1 $00 Status 
p999 = 1
[END] of [Attributes]
[DATA]
 0 11 0 0
 1 1084 0 0
 2 1080 0 0
 3 1077 0 0
 4 1078 0 0
 5 1082 0 0
 6 1080 0 0
 7 1077 0 0
 8 1079 0 0
 9 1077 0 0
 10 1078 0 0
 11 1079 0 0
 12 1079 0 0
 13 1083 0 0
 14 1080 0 0
 15 1074 0 0
 16 1080 0 0
 17 1080 0 0
 18 1081 0 0
 19 1076 0 0
 20 1080 0 0
 21 1075 0 0
 22 1083 0 0
 23 1081 0 0
 24 1080 0 0
 25 1082 0 0
 26 1074 0 0
 27 1079 0 0
 28 1081 0 0
 29 1080 0 0
 30 1080 0 0
 31 1078 0 0
 32 1082 0 0
 33 1078 0 0
 34 1086 0 0
 35 1076 0 0
 36 1077 0 0
 37 1080 0 0
 38 1084 0 0
 39 1078 0 0
 40 1081 0 0
 41 1076 0 0
 42 1078 0 0
 43 1080 0 0
 44 1082 0 0
 45 1087 0 0
 46 1082 0 0
 47 1078 0 0
 48 1078 0 0
 49 1082 0 0
 50 1081 0 0
 51 1082 0 0
 52 1077 0 0
 53 1078 0 0
 54 1080 0 0
 55 1080 0 0
 56 1080 0 0
 57 1078 0 0
 58 1080 0 0
 59 1080 0 0
 60 1079 0 0
 61 1079 0 0
 62 1084 0 0
 63 1082 0 0
 64 1081 0 0
 65 1089 0 0
 66 1084 0 0
 67 1079 0 0
 68 1082 0 0
 69 1083 0 0
 70 1082 0 0
 71 1080 0 0
 72 1076 0 0
 73 1081 0 0
 74 1081 0 0
 75 1079 0 0
 76 1081 0 0
 77 1079 0 0
 78 1088 0 0
 79 1082 0 0
 80 1087 0 0
 81 1082 0 0
 82 1087 0 0
 83 1087 0 0
 84 1083 0 0
 85 1081 0 0
 86 1082 0 0
 87 1083 0 0
 88 1081 0 0
 89 1083 0 0
 90 1086 0 0
 91 1083 0 0
 92 1086 0 0
 93 1084 0 0
 94 1088 0 0
 95 1078 0 0
 96 1087 0 0
 97 1089 0 0
 98 1086 0 0
 99 1084 0 0
 100 1083 0 0
 101 1088 0 0
 102 1081 0 0
 103 1084 0 0
 104 1086 0 0
 105 1083 0 0
 106 1087 0 0
 107 1083 0 0
 108 1082 0 0
 109 1087 0 0
 110 1086 0 0
 111 1078 0 0
 112 1088 0 0
 113 1086 0 0
 114 1084 0 0
 115 1084 0 0
 116 1083 0 0
 117 1086 0 0
 118 1089 0 0
 119 1080 0 0
 120 1087 0 0
 121 1084 0 0
 122 1084 0 0
 123 1078 0 0
 124 1084 0 0
 125 1081 0 0
 126 1084 0 0
 127 1086 0 0
 128 1088 0 0
 129 1085 0 0
 130 1082 0 0
 131 1083 0 0
 132 1085 0 0
 133 1086 0 0
 134 1084 0 0
 135 1090 0 0
 136 1084 0 0
 137 1087 0 0
 138 1087 0 0
 139 1080 0 0
 140 1086 0 0
 141 1080 0 0
 142 1084 0 0
 143 1080 0 0
 144 1084 0 0
 145 1086 0 0
 146 1082 0 0
 147 1083 0 0
 148 1089 0 0
 149 1082 0 0
 150 1081 0 0
 151 1085 0 0
 152 1085 0 0
 153 1081 0 0
 154 1086 0 0
 155 1085 0 0
 156 1083 0 0
 157 1086 0 0
 158 1087 0 0
 159 1080 0 0
 160 1082 0 0
 161 1087 0 0
 162 1089 0 0
 163 1082 0 0
 164 1080 0 0
 165 1082 0 0
 166 1087 0 0
 167 1086 0 0
 168 1079 0 0
 169 1080 0 0
 170 1081 0 0
 171 1082 0 0
 172 1084 0 0
 173 1088 0 0
 174 1082 0 0
 175 1079 0 0
 176 1086 0 0
 177 1084 0 0
 178 1088 0 0
 179 1083 0 0
 180 1085 0 0
 181 1081 0 0
 182 1082 0 0
 183 1086 0 0
 184 1094 0 0
 185 1083 0 0
 186 1080 0 0
 187 1087 0 0
 188 1083 0 0
 189 1086 0 0
 190 1085 0 0
 191 1084 0 0
 192 1083 0 0
 193 1080 0 0
 194 1084 0 0
 195 1084 0 0
 196 1081 0 0
 197 1083 0 0
 198 1084 0 0
 199 1080 0 0
 200 1084 0 0
 201 1081 0 0
 202 1082 0 0
 203 1082 0 0
 204 1083 0 0
 205 1082 0 0
 206 1084 0 0
 207 1082 0 0
 208 1088 0 0
 209 1081 0 0
 210 1082 0 0
 211 1081 0 0
 212 1082 0 0
 213 1082 0 0
 214 1083 0 0
 215 1082 0 0
 216 1080 0 0
 217 1080 0 0
 218 1078 0 0
 219 1081 0 0
 220 1077 0 0
 221 1088 0 0
 222 1085 0 0
 223 1084 0 0
 224 1083 0 0
 225 1083 0 0
 226 1081 0 0
 227 1083 0 0
 228 1083 0 0
 229 1084 0 0
 230 1085 0 0
 231 1078 0 0
 232 1087 0 0
 233 1081 0 0
 234 1081 0 0
 235 1081 0 0
 236 1084 0 0
 237 1077 0 0
 238 1081 0 0
 239 1080 0 0
 240 1081 0 0
 241 1083 0 0
 242 1082 0 0
 243 1081 0 0
 244 1081 0 0
 245 1082 0 0
 246 1084 0 0
 247 1080 0 0
 248 1084 0 0
 249 1084 0 0
 250 1084 0 0
 251 1078 0 0
 252 1084 0 0
 253 1081 0 0
 254 1081 0 0
 255 1086 0 0
[END] of [DATA]
[END] of [Spectrum]

[Spectrum]
Version            = 1
IDData             = 95A7_2019-05-02_23-41-01_000_011
IDDevice           = SAM_8589
IDDataType         = SPECTRUM
IDDataTypeSub1     = CALIBRATED
IDDataTypeSub2     = 
IDDataTypeSub3     = 
DateTime           = 2019-05-02 23:41:01
PositionLatitude   = 0
PositionLongitude  = 0
Comment            = 
CommentSub1        = 
CommentSub2        = 
CommentSub3        = 
IDMethodType       = SAM Control
MethodName         = SAM_8589
Mission            = No Mission
MissionSub         = 1
RecordType         = 0
[Attributes]
CalFactor = 1
IDBasisSpec = 
IDDataBack = DLAB_2018-04-12_14-51-44_608_165
IDDataCal = DLAB_2018-04-13_12-52-31_209_732
IntegrationTime = 4096
P31 = -1
P31e = 0
PathLength = +INF
PathLengthCustomOn = 0
RAWDynamic = 65535
Salinity = 0
Temperature = -NAN
Unit1 = $01 $01 Wavelength nm
Unit2 = $03 $06 Intensity mW/(m^2 nm)
Unit3 = $f0 $06 Error mW/(m^2 nm)
Unit4 = $f1 $00 Status 
p999 = 1
[END] of [Attributes]
[DATA]
 0 11 0 0
 307.52331957488 0 0 0
 310.83625202772 0 0 0
 314.15001779904 0 0 0
 317.464605545 0.00288959739922904 0 0
 320.78000392176 0.000961743369973709 0 0
 324.09620158548 0.00279242912153958 0 0
 327.41318719232 -0.000842271012985278 0 0
 330.73094939844 0.00132816673152615 0 0
 334.04947686 0.0018316374960197 0 0
 337.36875823316 0.00102001048090267 0 0
 340.68878217408 0.00207772573247042 0 0
 344.00953733892 0.00163668452906436 0 0
 347.33101238384 0.000436870189903714 0 0
 350.653195965 0.00213734894695918 0 0
 353.97607673856 0.00153995669838427 0 0
 357.29964336068 0.000636884264844558 0 0
 360.62388448752 0.000919807351801479 0 0
 363.94878877524 0.00137896500051933 0 0
 367.27434488 0.00149964729369085 0 0
 370.60054145796 0.0011640435757782 0 0
 373.92736716528 0.00190710200045396 0 0
 377.25481065812 0.000159204056887814 0 0
 380.58286059264 0.00215985018131169 0 0
 383.911505625 0.00163295599635945 0 0
 387.24073441136 0.000351630270259457 0 0
 390.57053560788 8.33491662803448e-005 0 0
 393.90089787072 0.00103972820129982 0 0
 397.23180985604 0.000740388201271092 0 0
 400.56326022 0.000901916085453706 0 0
 403.89523761876 3.43153929153907e-005 0 0
 407.22773070848 0.0014120235064846 0 0
 410.56072814532 6.370015391403e-006 0 0
 413.89421858544 0.000761690508238603 0 0
 417.228190685 0.00140412511851879 0 0
 420.56263310016 0.000336933731611679 0 0
 423.89753448708 0.000918757482912417 0 0
 427.23288350192 0.00133599601271733 0 0
 430.56866880084 0.000651577565676062 0 0
 433.90487904 0.000446249090630215 0 0
 437.24150287556 0.000506029848751862 0 0
 440.57852896368 0.000526346135785978 0 0
 443.91594596052 0.000124943636720194 0 0
 447.25374252224 0.000643625155789168 0 0
 450.591907305 0.000876961444424971 0 0
 453.93042896496 0.000884898218273063 0 0
 457.26929615828 0.0013459940870043 0 0
 460.60849754112 0.00115231447231518 0 0
 463.94802176964 0.00116966139723296 0 0
 467.2878575 0.00143586143618304 0 0
 470.62799338836 0.00159241650580127 0 0
 473.96841809088 0.000680850216433796 0 0
 477.30912026372 0.000920487470108622 0 0
 480.65008856304 0.000727429880463478 0 0
 483.991311645 0.00122397571129647 0 0
 487.33277816576 0.00139151993515248 0 0
 490.67447678148 0.000337656385242845 0 0
 494.01639614832 0.00135782232915252 0 0
 497.35852492244 0.00174664799788537 0 0
 500.70085176 0.0010505287026844 0 0
 504.04336531716 0.000202606153841746 0 0
 507.38605425008 0.00109446480197021 0 0
 510.72890721492 0.00118664820596317 0 0
 514.07191286784 0.000613558638272229 0 0
 517.415059865 0.00117204332456114 0 0
 520.75833686256 0.000619587036070126 0 0
 524.10173251668 0.00108184967251118 0 0
 527.44523548352 0.00127627313708986 0 0
 530.78883441924 0.000545110679286224 0 0
 534.13251798 0.00083571796098123 0 0
 537.47627482196 0.000816347539142779 0 0
 540.82009360128 0.00116028168806518 0 0
 544.16396297412 0.000529119944500205 0 0
 547.50787159664 0.000148326299918506 0 0
 550.851808125 0.000294613379805013 0 0
 554.19576121536 0.00100835136109451 0 0
 557.53971952388 0.00133779634068086 0 0
 560.88367170672 0.000783852752432831 0 0
 564.22760642004 0.00114297479489834 0 0
