wavelength,intensity,error,status,Version,IDData,IDDevice,IDDataType,IDDataTypeSub1,IDDataTypeSub2,IDDataTypeSub3,DateTime,PositionLatitude,PositionLongitude,Comment,CommentSub1,CommentSub2,CommentSub3,IDMethodType,MethodName,Mission,MissionSub,RecordType,CalFactor,IDBasisSpec,IDDataBack,IDDataCal,IntegrationTime,P31,P31e,PathLength,PathLengthCustomOn,RAWDynamic,Salinity,Temperature,Unit1,Unit2,Unit3,Unit4,p999
1,1702,0,0,1,95A7_2019-07-16_17-29-33_000_011,SAM_8586,SPECTRUM,RAW,,,2019-07-16 17:29:33,0,0,,,,,SAM Control,SAM_8586,No Mission,1,0,1,,DLAB_2018-04-12_09-33-02_217_812,DLAB_2018-04-12_15-39-18_042_236,4096,-1,0,+INF,0,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,1
2,1690,0,0,1,95A7_2019-07-16_17-29-33_000_011,SAM_8586,SPECTRUM,RAW,,,2019-07-16 17:29:33,0,0,,,,,SAM Control,SAM_8586,No Mission,1,0,1,,DLAB_2018-04-12_09-33-02_217_812,DLAB_2018-04-12_15-39-18_042_236,4096,-1,0,+INF,0,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,1
3,1689,0,0,1,95A7_2019-07-16_17-29-33_000_011,SAM_8586,SPECTRUM,RAW,,,2019-07-16 17:29:33,0,0,,,,,SAM Control,SAM_8586,No Mission,1,0,1,,DLAB_2018-04-12_09-33-02_217_812,DLAB_2018-04-12_15-39-18_042_236,4096,-1,0,+INF,0,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,1
4,1696,0,0,1,95A7_2019-07-16_17-29-33_000_011,SAM_8586,SPECTRUM,RAW,,,2019-07-16 17:29:33,0,0,,,,,SAM Control,SAM_8586,No Mission,1,0,1,,DLAB_2018-04-12_09-33-02_217_812,DLAB_2018-04-12_15-39-18_042_236,4096,-1,0,+INF,0,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,1
5,1695,0,0,1,95A7_2019-07-16_17-29-33_000_011,SAM_8586,SPECTRUM,RAW,,,2019-07-16 17:29:33,0,0,,,,,SAM Control,SAM_8586,No Mission,1,0,1,,DLAB_2018-04-12_09-33-02_217_812,DLAB_2018-04-12_15-39-18_042_236,4096,-1,0,+INF,0,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,1
6,1686,0,0,1,95A7_2019-07-16_17-29-33_000_011,SAM_8586,SPECTRUM,RAW,,,2019-07-16 17:29:33,0,0,,,,,SAM Control,SAM_8586,No Mission,1,0,1,,DLAB_2018-04-12_09-33-02_217_812,DLAB_2018-04-12_15-39-18_042_236,4096,-1,0,+INF,0,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,1
7,1690,0,0,1,95A7_2019-07-16_17-29-33_000_011,SAM_8586,SPECTRUM,RAW,,,2019-07-16 17:29:33,0,0,,,,,SAM Control,SAM_8586,No Mission,1,0,1,,DLAB_2018-04-12_09-33-02_217_812,DLAB_2018-04-12_15-39-18_042_236,4096,-1,0,+INF,0,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,1
8,1699,0,0,1,95A7_2019-07-16_17-29-33_000_011,SAM_8586,SPECTRUM,RAW,,,2019-07-16 17:29:33,0,0,,,,,SAM Control,SAM_8586,No Mission,1,0,1,,DLAB_2018-04-12_09-33-02_217_812,DLAB_2018-04-12_15-39-18_042_236,4096,-1,0,+INF,0,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,1
9,1698,0,0,1,95A7_2019-07-16_17-29-33_000_011,SAM_8586,SPECTRUM,RAW,,,2019-07-16 17:29:33,0,0,,,,,SAM Control,SAM_8586,No Mission,1,0,1,,DLAB_2018-04-12_09-33-02_217_812,DLAB_2018-04-12_15-39-18_042_236,4096,-1,0,+INF,0,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,1
10,1696,0,0,1,95A7_2019-07-16_17-29-33_000_011,SAM_8586,SPECTRUM,RAW,,,2019-07-16 17:29:33,0,0,,,,,SAM Control,SAM_8586,No Mission,1,0,1,,DLAB_2018-04-12_09-33-02_217_812,DLAB_2018-04-12_15-39-18_042_236,4096,-1,0,+INF,0,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,1
