wavelength,intensity,error,status,Version,IDData,IDDevice,IDDataType,IDDataTypeSub1,IDDataTypeSub2,IDDataTypeSub3,DateTime,PositionLatitude,PositionLongitude,Comment,CommentSub1,CommentSub2,CommentSub3,IDMethodType,MethodName,Mission,MissionSub,RecordType,CalFactor,IDBasisSpec,IDDataBack,IDDataCal,InclV,InclValid,InclX,InclY,IntegrationTime,P31,P31e,PathLength,PathLengthCustomOn,PressValid,Pressure,RAWDynamic,Salinity,Temperature,Unit1,Unit2,Unit3,Unit4,p999
1,1222,0,0,1,95A7_2019-07-16_12-50-44_000_015,SAM_8581,SPECTRUM,RAW,,,2019-07-16 12:50:44,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-52-35_723_455,26.3468484601658,1,-26.25,2.1,1024,-1,0,+INF,0,1,0.00962077953488261,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,1
2,1221,0,0,1,95A7_2019-07-16_12-50-44_000_015,SAM_8581,SPECTRUM,RAW,,,2019-07-16 12:50:44,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-52-35_723_455,26.3468484601658,1,-26.25,2.1,1024,-1,0,+INF,0,1,0.00962077953488261,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,1
3,1218,0,0,1,95A7_2019-07-16_12-50-44_000_015,SAM_8581,SPECTRUM,RAW,,,2019-07-16 12:50:44,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-52-35_723_455,26.3468484601658,1,-26.25,2.1,1024,-1,0,+INF,0,1,0.00962077953488261,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,1
4,1224,0,0,1,95A7_2019-07-16_12-50-44_000_015,SAM_8581,SPECTRUM,RAW,,,2019-07-16 12:50:44,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-52-35_723_455,26.3468484601658,1,-26.25,2.1,1024,-1,0,+INF,0,1,0.00962077953488261,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,1
5,1230,0,0,1,95A7_2019-07-16_12-50-44_000_015,SAM_8581,SPECTRUM,RAW,,,2019-07-16 12:50:44,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-52-35_723_455,26.3468484601658,1,-26.25,2.1,1024,-1,0,+INF,0,1,0.00962077953488261,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,1
6,1222,0,0,1,95A7_2019-07-16_12-50-44_000_015,SAM_8581,SPECTRUM,RAW,,,2019-07-16 12:50:44,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-52-35_723_455,26.3468484601658,1,-26.25,2.1,1024,-1,0,+INF,0,1,0.00962077953488261,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,1
7,1212,0,0,1,95A7_2019-07-16_12-50-44_000_015,SAM_8581,SPECTRUM,RAW,,,2019-07-16 12:50:44,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-52-35_723_455,26.3468484601658,1,-26.25,2.1,1024,-1,0,+INF,0,1,0.00962077953488261,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,1
8,1234,0,0,1,95A7_2019-07-16_12-50-44_000_015,SAM_8581,SPECTRUM,RAW,,,2019-07-16 12:50:44,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-52-35_723_455,26.3468484601658,1,-26.25,2.1,1024,-1,0,+INF,0,1,0.00962077953488261,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,1
9,1228,0,0,1,95A7_2019-07-16_12-50-44_000_015,SAM_8581,SPECTRUM,RAW,,,2019-07-16 12:50:44,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-52-35_723_455,26.3468484601658,1,-26.25,2.1,1024,-1,0,+INF,0,1,0.00962077953488261,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,1
10,1217,0,0,1,95A7_2019-07-16_12-50-44_000_015,SAM_8581,SPECTRUM,RAW,,,2019-07-16 12:50:44,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-52-35_723_455,26.3468484601658,1,-26.25,2.1,1024,-1,0,+INF,0,1,0.00962077953488261,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,1
11,1227,0,0,1,95A7_2019-07-16_12-50-44_000_015,SAM_8581,SPECTRUM,RAW,,,2019-07-16 12:50:44,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-52-35_723_455,26.3468484601658,1,-26.25,2.1,1024,-1,0,+INF,0,1,0.00962077953488261,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,1
12,1236,0,0,1,95A7_2019-07-16_12-50-44_000_015,SAM_8581,SPECTRUM,RAW,,,2019-07-16 12:50:44,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-52-35_723_455,26.3468484601658,1,-26.25,2.1,1024,-1,0,+INF,0,1,0.00962077953488261,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,1
13,1228,0,0,1,95A7_2019-07-16_12-50-44_000_015,SAM_8581,SPECTRUM,RAW,,,2019-07-16 12:50:44,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-52-35_723_455,26.3468484601658,1,-26.25,2.1,1024,-1,0,+INF,0,1,0.00962077953488261,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,1
14,1219,0,0,1,95A7_2019-07-16_12-50-44_000_015,SAM_8581,SPECTRUM,RAW,,,2019-07-16 12:50:44,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-52-35_723_455,26.3468484601658,1,-26.25,2.1,1024,-1,0,+INF,0,1,0.00962077953488261,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,1
15,1231,0,0,1,95A7_2019-07-16_12-50-44_000_015,SAM_8581,SPECTRUM,RAW,,,2019-07-16 12:50:44,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-52-35_723_455,26.3468484601658,1,-26.25,2.1,1024,-1,0,+INF,0,1,0.00962077953488261,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,1
16,1249,0,0,1,95A7_2019-07-16_12-50-44_000_015,SAM_8581,SPECTRUM,RAW,,,2019-07-16 12:50:44,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-52-35_723_455,26.3468484601658,1,-26.25,2.1,1024,-1,0,+INF,0,1,0.00962077953488261,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,1
17,1239,0,0,1,95A7_2019-07-16_12-50-44_000_015,SAM_8581,SPECTRUM,RAW,,,2019-07-16 12:50:44,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-52-35_723_455,26.3468484601658,1,-26.25,2.1,1024,-1,0,+INF,0,1,0.00962077953488261,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,1
18,1260,0,0,1,95A7_2019-07-16_12-50-44_000_015,SAM_8581,SPECTRUM,RAW,,,2019-07-16 12:50:44,0,0,,,,,SAMIP Control,SAMIP_50DB,No Mission,1,0,1,,DLAB_2018-04-12_13-21-41_161_456,DLAB_2018-04-13_10-52-35_723_455,26.3468484601658,1,-26.25,2.1,1024,-1,0,+INF,0,1,0.00962077953488261,65535,0,-NAN,$05 $00 Pixel,$03 $05 Intensity counts,$f0 $05 Error counts,$f1 $00 Status,1
