Date,Time,°C,kPa,DO %,DO mg/L,SPC-mS/cm,C-mS/cm,TDS mg/L,SAL-ppt,pH,FNU,NTU,BGA-PC RFU,BGA-PC ug/L,Chl RFU,Chl ug/L,DEP m,ALT m,Lat,Lon
6/17/2019,1:23:28,14.523,100.9,91,7.48,52.89,42.306,34378.359,34.87,7.84,1.63,1.63,0.487,0.57,1.623,6.54,0.769,-4.3,38.18816,-122.92815
6/17/2019,1:23:33,14.521,100.9,91,7.48,52.886,42.301,34376.152,34.87,7.84,1.68,1.68,0.519,0.6,1.581,6.37,0.761,-4.1,38.18818,-122.92816
6/17/2019,1:23:38,14.522,100.91,90.9,7.47,52.89,42.306,34378.781,34.87,7.84,1.68,1.68,0.318,0.4,1.761,7.09,0.769,-3.9,38.18819,-122.92818
6/17/2019,1:23:43,14.525,100.91,90.8,7.46,52.887,42.306,34376.586,34.87,7.84,1.56,1.56,0.461,0.54,1.508,6.08,0.76,-3.9,38.18821,-122.9282
6/17/2019,1:23:48,14.525,100.91,90.8,7.46,52.889,42.307,34377.688,34.87,7.84,1.65,1.65,0.497,0.58,1.593,6.42,0.758,-4.3,38.18823,-122.92822
6/17/2019,1:23:53,14.528,100.9,90.8,7.46,52.885,42.307,34375.332,34.87,7.84,1.76,1.76,0.322,0.4,1.435,5.79,0.768,-4.4,38.18825,-122.92824
6/17/2019,1:23:58,14.53,100.91,90.7,7.46,52.882,42.307,34373.07,34.87,7.84,1.72,1.72,0.346,0.43,1.636,6.59,0.768,-4.8,38.18827,-122.92826
6/17/2019,1:24:03,14.529,100.91,90.7,7.46,52.882,42.307,34373.613,34.87,7.84,1.81,1.81,0.469,0.55,1.615,6.51,0.776,-5.1,38.18829,-122.92828
6/17/2019,1:24:08,14.532,100.9,90.7,7.46,52.882,42.309,34373.445,34.87,7.84,1.84,1.84,0.37,0.45,1.454,5.86,0.765,-5.3,38.1883,-122.9283
6/17/2019,1:24:13,14.539,100.91,90.7,7.45,52.876,42.311,34369.691,34.86,7.84,1.67,1.67,0.431,0.51,1.657,6.67,0.761,-5.2,38.18832,-122.92832
6/17/2019,1:24:18,14.544,100.91,90.6,7.44,52.874,42.315,34368.195,34.86,7.83,1.67,1.67,0.53,0.61,1.544,6.22,0.795,-4.8,38.18834,-122.92834
6/17/2019,1:24:23,14.544,100.9,90.5,7.44,52.874,42.314,34367.801,34.86,7.83,1.66,1.66,0.331,0.41,1.581,6.37,0.773,-5.3,38.18835,-122.92836
6/17/2019,1:24:28,14.548,100.91,90.5,7.44,52.872,42.317,34366.527,34.86,7.83,1.72,1.72,0.372,0.45,1.549,6.24,0.751,-6.2,38.18838,-122.92839
6/17/2019,1:24:33,14.553,100.9,90.5,7.44,52.867,42.318,34363.738,34.86,7.83,1.75,1.75,0.439,0.52,1.714,6.9,0.765,-6.5,38.1884,-122.92841
6/17/2019,1:24:38,14.559,100.91,90.5,7.44,52.865,42.322,34362.027,34.85,7.83,1.7,1.7,0.513,0.59,1.584,6.38,0.469,-6.2,38.1884,-122.92844
6/17/2019,1:24:43,14.549,100.92,90.4,7.43,52.865,42.313,34362.531,34.85,7.83,1.75,1.75,0.465,0.54,1.554,6.26,0.414,-5.7,38.18842,-122.9285
6/17/2019,1:24:48,14.542,100.91,90.4,7.43,52.869,42.309,34364.598,34.86,7.83,1.8,1.8,0.43,0.51,1.53,6.16,0.373,-5.2,38.18847,-122.92855
6/17/2019,1:24:53,14.541,100.91,90.3,7.42,52.875,42.313,34369.023,34.86,7.83,1.74,1.74,0.496,0.58,1.609,6.48,0.379,-4.7,38.1885,-122.9286
6/17/2019,1:24:58,14.536,100.91,90.3,7.42,52.878,42.309,34370.563,34.86,7.83,1.79,1.79,0.382,0.46,1.53,6.17,0.389,-4.2,38.18855,-122.92866
6/17/2019,1:25:03,14.549,100.91,90.3,7.42,52.868,42.314,34364.172,34.86,7.83,1.78,1.78,0.406,0.49,1.605,6.47,0.294,-3.8,38.1886,-122.92871
6/17/2019,1:25:08,14.558,100.91,90.3,7.42,52.802,42.272,34321.375,34.81,7.83,2.12,2.12,0.389,0.47,1.577,6.35,0.291,-3.7,38.18866,-122.92878
6/17/2019,1:25:13,14.554,100.9,90.3,7.43,52.766,42.238,34298.02,34.78,7.83,2.59,2.59,0.452,0.53,1.489,6,0.287,-3.4,38.18873,-122.92885
6/17/2019,1:25:18,14.564,100.91,90.3,7.43,52.712,42.204,34262.707,34.74,7.83,1.98,1.98,0.303,0.38,1.383,5.58,0.267,-3.5,38.1888,-122.92892
6/17/2019,1:25:23,14.565,100.9,90.3,7.42,52.814,42.288,34329.227,34.82,7.83,1.97,1.97,0.317,0.4,1.51,6.09,0.3,-3.2,38.18887,-122.92899
6/17/2019,1:25:28,14.557,100.91,90.3,7.42,52.75,42.229,34287.707,34.77,7.83,2.76,2.76,0.425,0.5,1.468,5.92,0.278,-2.6,38.18894,-122.92905
6/17/2019,1:25:33,14.563,100.91,90.2,7.41,52.843,42.309,34348.008,34.84,7.83,2.21,2.21,0.463,0.54,1.474,5.94,0.296,-2.9,38.18901,-122.92912
6/17/2019,1:25:38,14.541,100.91,90.2,7.42,52.783,42.238,34308.742,34.79,7.83,2.86,2.86,0.428,0.51,1.471,5.93,0.281,-3.1,38.18909,-122.92918
6/17/2019,1:25:43,14.548,100.91,90.3,7.42,52.767,42.233,34298.426,34.78,7.83,2.2,2.2,0.528,0.61,1.437,5.79,0.307,-3.2,38.18917,-122.92926
6/17/2019,1:25:48,14.546,100.9,90.3,7.42,52.758,42.224,34292.875,34.77,7.83,2.31,2.31,0.423,0.5,1.377,5.55,0.301,-3.2,38.18925,-122.92933
6/17/2019,1:25:53,14.526,100.91,90.2,7.42,52.608,42.083,34195.016,34.66,7.83,2.97,2.97,0.496,0.58,1.448,5.84,0.292,-2.9,38.18932,-122.9294
6/17/2019,1:25:58,14.521,100.91,90.2,7.45,52.186,41.741,33920.773,34.35,7.83,2.24,2.24,0.383,0.46,1.522,6.14,0.295,-2.3,38.18939,-122.92947
6/17/2019,1:26:03,14.529,100.91,90.2,7.41,52.864,42.291,34361.539,34.85,7.83,1.92,1.92,0.355,0.43,1.405,5.66,0.312,-2.2,38.18946,-122.92954
6/17/2019,1:26:08,14.536,100.91,90,7.4,52.871,42.303,34365.867,34.86,7.83,1.88,1.88,0.477,0.56,1.608,6.48,0.442,-3.6,38.18952,-122.92958
6/17/2019,1:26:13,14.525,100.92,89.9,7.39,52.879,42.299,34371.188,34.86,7.83,1.73,1.73,0.504,0.58,1.551,6.25,0.519,-3.1,38.18957,-122.9296
6/17/2019,1:26:18,14.511,100.91,89.8,7.39,52.885,42.29,34375.355,34.87,7.83,1.8,1.8,0.372,0.45,1.707,6.87,0.63,-3.1,38.18961,-122.92962
6/17/2019,1:26:23,14.511,100.91,89.8,7.38,52.893,42.296,34380.664,34.87,7.83,1.88,1.88,0.413,0.49,1.591,6.41,0.518,-3.3,38.18966,-122.92963
6/17/2019,1:26:28,14.53,100.91,89.8,7.38,52.88,42.304,34372.105,34.86,7.83,1.79,1.79,0.515,0.59,1.637,6.59,0.449,-3.1,38.1897,-122.9296
6/17/2019,1:26:33,14.546,100.92,89.8,7.38,52.874,42.316,34368.02,34.86,7.83,1.79,1.79,0.357,0.44,1.576,6.35,0.581,-2.8,38.18974,-122.92959
6/17/2019,1:26:38,14.547,100.92,89.9,7.38,52.876,42.32,34369.242,34.86,7.83,1.8,1.8,0.46,0.54,1.752,7.05,0.713,-2.8,38.18977,-122.92958
6/17/2019,1:26:43,14.547,100.9,89.8,7.38,52.876,42.32,34369.684,34.86,7.83,1.82,1.82,0.471,0.55,1.549,6.24,0.67,-2.9,38.1898,-122.92958
6/17/2019,1:26:48,14.559,100.91,89.9,7.38,52.868,42.325,34364.477,34.86,7.83,1.77,1.77,0.335,0.41,1.672,6.73,0.484,-2.7,38.18985,-122.92957
6/17/2019,1:26:53,14.568,100.91,90,7.39,52.863,42.33,34361.047,34.85,7.83,1.77,1.77,0.389,0.47,1.644,6.62,0.427,-2.5,38.18988,-122.92953
6/17/2019,1:26:58,14.575,100.91,90.1,7.4,52.861,42.336,34359.676,34.85,7.83,1.75,1.75,0.499,0.58,1.548,6.24,0.401,-2,38.18991,-122.92948
6/17/2019,1:27:03,14.568,100.9,90.2,7.41,52.865,42.332,34362.328,34.85,7.83,1.76,1.76,0.31,0.39,1.652,6.65,0.406,-0.8,38.18994,-122.92944
6/17/2019,1:27:08,14.562,100.91,90.3,7.42,52.874,42.332,34367.777,34.86,7.83,1.8,1.8,0.454,0.53,1.505,6.06,0.408,-0.7,38.18998,-122.9294
6/17/2019,1:27:13,14.558,100.91,90.4,7.43,52.87,42.325,34365.262,34.86,7.83,1.87,1.87,0.437,0.52,1.6,6.44,0.403,-1.2,38.19001,-122.92935
6/17/2019,1:27:18,14.559,100.91,90.6,7.44,52.863,42.321,34361.07,34.85,7.83,1.78,1.78,0.383,0.46,1.578,6.36,0.422,-1.3,38.19005,-122.92931
6/17/2019,1:27:23,14.573,100.91,90.7,7.45,52.868,42.34,34364.402,34.86,7.83,1.85,1.85,0.487,0.57,1.618,6.52,0.42,-1.1,38.19008,-122.92927
6/17/2019,1:27:28,14.556,100.9,90.7,7.45,52.873,42.327,34367.559,34.86,7.83,1.8,1.8,0.331,0.41,1.569,6.32,0.41,-1.1,38.1901,-122.92923
6/17/2019,1:27:33,14.542,100.9,90.8,7.46,52.886,42.322,34375.734,34.87,7.84,1.83,1.83,0.329,0.41,1.562,6.29,0.426,-0.7,38.19012,-122.92918
6/17/2019,1:27:38,14.557,100.91,91,7.47,52.879,42.331,34371.617,34.86,7.84,1.74,1.74,0.553,0.63,1.439,5.8,0.407,-0.3,38.19013,-122.92913
6/17/2019,1:27:43,14.556,100.91,91,7.48,52.877,42.329,34370.199,34.86,7.84,1.75,1.75,0.447,0.53,1.57,6.33,0.408,-0.3,38.19013,-122.92909
6/17/2019,1:27:48,14.562,100.92,91.1,7.48,52.862,42.324,34360.422,34.85,7.84,1.78,1.78,0.431,0.51,1.613,6.5,0.403,-0.3,38.19013,-122.92905
6/17/2019,1:27:53,14.578,100.91,91.1,7.48,52.872,42.348,34367.098,34.86,7.84,1.85,1.85,0.496,0.58,1.654,6.66,0.416,0.5,38.19015,-122.929
6/17/2019,1:27:58,14.606,100.91,91.2,7.48,52.855,42.362,34355.75,34.85,7.84,1.77,1.77,0.37,0.45,1.731,6.97,0.429,0.5,38.19017,-122.92895
6/17/2019,1:28:03,14.608,100.9,91.1,7.48,52.852,42.362,34353.668,34.85,7.84,1.76,1.76,0.404,0.48,1.486,5.99,0.41,0.9,38.19019,-122.9289
6/17/2019,1:28:08,14.609,100.91,91.1,7.47,52.852,42.362,34353.609,34.85,7.84,1.79,1.79,0.573,0.65,1.49,6,0.434,2.3,38.19021,-122.92886
6/17/2019,1:28:13,14.565,100.91,91,7.47,52.868,42.332,34364.492,34.86,7.84,1.68,1.68,0.432,0.51,1.556,6.27,0.424,2,38.19024,-122.92881
6/17/2019,1:28:18,14.567,100.91,91.1,7.49,52.874,42.338,34367.902,34.86,7.84,1.72,1.72,0.394,0.47,1.609,6.48,0.418,2.1,38.19025,-122.92876
6/17/2019,1:28:23,14.596,100.91,91.2,7.49,52.855,42.352,34355.691,34.85,7.84,1.81,1.81,0.476,0.56,1.631,6.57,0.409,1.7,38.19025,-122.92872
6/17/2019,1:28:28,14.59,100.91,91.2,7.49,52.857,42.347,34356.73,34.85,7.84,1.74,1.74,0.311,0.39,1.571,6.33,0.429,0.9,38.19026,-122.92867
6/17/2019,1:28:33,14.575,100.91,91.3,7.5,52.861,42.335,34359.586,34.85,7.84,1.71,1.71,0.525,0.61,1.596,6.43,0.432,0.9,38.19026,-122.92863
6/17/2019,1:28:38,14.59,100.91,91.3,7.5,52.861,42.351,34359.57,34.85,7.84,1.68,1.68,0.428,0.51,1.59,6.41,0.423,0.3,38.19025,-122.92859
6/17/2019,1:28:43,14.599,100.91,91.3,7.5,52.859,42.357,34358.223,34.85,7.84,1.64,1.64,0.32,0.4,1.619,6.52,0.446,0.3,38.19025,-122.92856
6/17/2019,1:28:48,14.599,100.91,91.4,7.5,52.855,42.354,34355.488,34.85,7.84,1.7,1.7,0.585,0.66,1.577,6.35,0.434,0,38.19023,-122.92854
6/17/2019,1:28:53,14.59,100.91,91.4,7.51,52.857,42.348,34356.758,34.85,7.84,1.67,1.67,0.432,0.51,1.564,6.3,0.418,-0.4,38.1902,-122.92853
6/17/2019,1:28:58,14.582,100.91,91.5,7.51,52.861,42.343,34359.84,34.85,7.84,1.81,1.81,0.441,0.52,1.744,7.02,0.391,-0.4,38.19017,-122.92853
6/17/2019,1:29:03,14.583,100.91,91.4,7.51,52.859,42.342,34358.367,34.85,7.84,1.7,1.7,0.466,0.55,1.444,5.82,0.362,-0.5,38.19014,-122.92854
6/17/2019,1:29:08,14.577,100.91,91.4,7.5,52.866,42.342,34362.875,34.86,7.84,1.67,1.67,0.361,0.44,1.628,6.56,0.44,-0.8,38.19011,-122.92854
6/17/2019,1:29:13,14.572,100.91,91.4,7.51,52.867,42.338,34363.824,34.86,7.84,1.77,1.77,0.239,0.32,1.566,6.31,0.42,-1.3,38.19008,-122.92854
6/17/2019,1:29:18,14.567,100.91,91.4,7.51,52.872,42.336,34366.625,34.86,7.84,1.69,1.69,0.52,0.6,1.508,6.08,0.4,-1.7,38.19005,-122.92853
6/17/2019,1:29:23,14.565,100.91,91.4,7.51,52.87,42.332,34365.223,34.86,7.84,1.74,1.74,0.38,0.46,1.576,6.35,0.426,-1.4,38.19002,-122.92851
6/17/2019,1:29:28,14.569,100.91,91.4,7.51,52.868,42.335,34364.496,34.86,7.84,1.72,1.72,0.323,0.4,1.682,6.77,0.416,-1.4,38.19,-122.9285
6/17/2019,1:29:33,14.57,100.91,91.4,7.51,52.871,42.338,34366.297,34.86,7.84,1.68,1.68,0.371,0.45,1.531,6.17,0.403,-1.5,38.18997,-122.92849
6/17/2019,1:29:38,14.565,100.91,91.4,7.51,52.872,42.334,34366.48,34.86,7.84,1.74,1.74,0.514,0.59,1.534,6.18,0.399,-1.4,38.18994,-122.92848
6/17/2019,1:29:43,14.558,100.91,91.4,7.51,52.873,42.328,34367.59,34.86,7.84,1.74,1.74,0.514,0.59,1.524,6.14,0.407,-1.3,38.18991,-122.92848
6/17/2019,1:29:48,14.554,100.91,91.4,7.51,52.874,42.324,34368.164,34.86,7.84,1.7,1.7,0.499,0.58,1.655,6.66,0.423,-1.5,38.18988,-122.92847
6/17/2019,1:29:53,14.556,100.92,91.4,7.51,52.876,42.328,34369.273,34.86,7.84,1.66,1.66,0.46,0.54,1.454,5.86,0.417,-1.5,38.18986,-122.92845
6/17/2019,1:29:58,14.55,100.91,91.4,7.51,52.882,42.327,34373.008,34.87,7.84,1.75,1.75,0.371,0.45,1.711,6.89,0.475,-1.8,38.18984,-122.92845
6/17/2019,1:30:03,14.547,100.92,91.3,7.5,52.885,42.327,34375.301,34.87,7.84,1.73,1.73,0.483,0.56,1.624,6.54,0.637,-1.8,38.18983,-122.92846
6/17/2019,1:30:08,14.541,100.91,91.2,7.5,52.885,42.321,34375.438,34.87,7.84,1.64,1.64,0.457,0.54,1.76,7.09,0.749,-1.7,38.18983,-122.92846
6/17/2019,1:30:13,14.54,100.92,91.2,7.5,52.886,42.32,34375.598,34.87,7.84,1.63,1.63,0.53,0.61,1.582,6.37,0.719,-1.5,38.18983,-122.92847
6/17/2019,1:30:18,14.53,100.91,91.2,7.49,52.891,42.314,34378.84,34.87,7.84,1.61,1.61,0.418,0.5,1.631,6.57,0.756,-1.4,38.18983,-122.92847
6/17/2019,1:30:23,14.532,100.91,91.1,7.49,52.887,42.313,34376.695,34.87,7.84,1.79,1.79,0.379,0.46,1.72,6.92,0.798,-1.2,38.18984,-122.92848
6/17/2019,1:30:28,14.53,100.92,91.1,7.49,52.89,42.313,34378.508,34.87,7.84,1.8,1.8,0.508,0.59,1.718,6.92,0.811,-1.3,38.18985,-122.92849
6/17/2019,1:30:33,14.527,100.91,91.1,7.49,52.892,42.312,34379.598,34.87,7.84,1.91,1.91,0.469,0.55,1.718,6.92,0.805,-0.7,38.18987,-122.9285
6/17/2019,1:30:38,14.525,100.92,91.1,7.49,52.892,42.309,34379.492,34.87,7.84,1.75,1.75,0.521,0.6,1.742,7.02,0.812,-1.5,38.18988,-122.92851
6/17/2019,1:30:43,14.524,100.91,91.1,7.49,52.888,42.306,34377.316,34.87,7.84,1.61,1.61,0.543,0.62,1.825,7.34,0.818,-1.5,38.1899,-122.92853
6/17/2019,1:30:48,14.523,100.92,91.1,7.49,52.891,42.307,34379.145,34.87,7.84,1.67,1.67,0.268,0.35,1.787,7.2,0.805,-1.8,38.18991,-122.92854
6/17/2019,1:30:53,14.528,100.91,91.1,7.48,52.89,42.31,34378.18,34.87,7.84,1.59,1.59,0.408,0.49,1.934,7.78,0.801,-2.6,38.18993,-122.92856
6/17/2019,1:30:58,14.53,100.91,91.1,7.48,52.887,42.31,34376.824,34.87,7.84,1.75,1.75,0.533,0.61,1.784,7.18,0.61,-2,38.18994,-122.92858
6/17/2019,1:31:03,14.519,100.92,91,7.48,52.89,42.302,34378.219,34.87,7.84,1.63,1.63,0.383,0.46,1.574,6.34,0.64,-2.1,38.18995,-122.92862
6/17/2019,1:31:08,14.518,100.92,91,7.48,52.887,42.299,34376.793,34.87,7.84,1.73,1.73,0.421,0.5,1.641,6.61,0.518,-2.1,38.18994,-122.92866
6/17/2019,1:31:13,14.506,100.92,90.9,7.47,52.895,42.293,34381.512,34.87,7.84,1.76,1.76,0.465,0.54,1.617,6.51,0.577,-2,38.18993,-122.92868
6/17/2019,1:31:18,14.509,100.9,90.9,7.47,52.892,42.294,34380.027,34.87,7.84,1.65,1.65,0.451,0.53,1.637,6.59,0.44,-1.7,38.18991,-122.92869
6/17/2019,1:31:23,14.505,100.91,90.8,7.47,52.892,42.289,34379.563,34.87,7.84,1.65,1.65,0.449,0.53,1.776,7.15,0.665,-1.3,38.18991,-122.92868
6/17/2019,1:31:28,14.506,100.92,90.7,7.46,52.893,42.292,34380.707,34.87,7.84,1.75,1.75,0.288,0.37,1.574,6.34,0.775,-1.4,38.18991,-122.92869
6/17/2019,1:31:33,14.506,100.91,90.7,7.46,52.889,42.288,34378.043,34.87,7.84,1.75,1.75,0.446,0.53,1.643,6.62,0.761,-1.6,38.18993,-122.92868
6/17/2019,1:31:38,14.495,100.91,90.6,7.45,52.904,42.289,34387.578,34.88,7.84,1.6,1.6,0.546,0.63,1.669,6.72,0.793,-2.1,38.18995,-122.92867
6/17/2019,1:31:43,14.443,100.91,90.6,7.46,52.926,42.254,34401.66,34.89,7.84,1.67,1.67,0.369,0.45,1.711,6.89,0.821,-2.3,38.18997,-122.92868
6/17/2019,1:31:48,14.471,100.91,90.7,7.46,52.912,42.27,34392.621,34.89,7.84,1.98,1.98,0.513,0.59,1.686,6.79,0.83,-2.3,38.18999,-122.92868
6/17/2019,1:31:53,14.483,100.92,90.8,7.47,52.904,42.277,34387.445,34.88,7.84,1.66,1.66,0.437,0.52,1.639,6.6,0.773,-1.8,38.19001,-122.92867
6/17/2019,1:31:58,14.502,100.91,90.8,7.46,52.896,42.289,34382.168,34.87,7.84,1.69,1.69,0.335,0.41,1.606,6.47,0.762,-1.6,38.19003,-122.92867
6/17/2019,1:32:03,14.507,100.93,90.7,7.46,52.892,42.291,34379.668,34.87,7.84,1.76,1.76,0.442,0.52,1.545,6.23,0.816,-1.7,38.19005,-122.92867
6/17/2019,1:32:08,14.511,100.92,90.7,7.46,52.89,42.294,34378.59,34.87,7.84,1.7,1.7,0.389,0.47,1.826,7.35,0.814,-2,38.19007,-122.92867
6/17/2019,1:32:13,14.51,100.91,90.7,7.46,52.893,42.295,34380.563,34.87,7.84,1.85,1.85,0.412,0.49,1.844,7.42,0.829,-2.4,38.19009,-122.92867
6/17/2019,1:32:18,14.514,100.92,90.8,7.46,52.896,42.302,34382.531,34.88,7.84,1.76,1.76,0.445,0.52,1.632,6.57,0.834,-2.3,38.19011,-122.92868
6/17/2019,1:32:23,14.517,100.91,90.8,7.46,52.891,42.301,34379.258,34.87,7.84,1.56,1.56,0.385,0.46,1.722,6.93,0.701,-1.6,38.19014,-122.92867
6/17/2019,1:32:28,14.52,100.91,90.8,7.46,52.888,42.301,34377.238,34.87,7.84,1.74,1.74,0.415,0.5,1.712,6.89,0.786,-1.7,38.19016,-122.92867
6/17/2019,1:32:33,14.519,100.9,90.8,7.46,52.894,42.305,34381.074,34.87,7.84,1.78,1.78,0.556,0.64,1.561,6.29,0.82,-1.8,38.19018,-122.92867
6/17/2019,1:32:38,14.517,100.91,90.8,7.47,52.889,42.299,34377.789,34.87,7.84,1.75,1.75,0.496,0.58,1.574,6.34,0.831,-2.4,38.1902,-122.92867
6/17/2019,1:32:43,14.517,100.91,90.9,7.47,52.89,42.3,34378.289,34.87,7.84,1.72,1.72,0.458,0.54,1.59,6.41,0.796,-2.9,38.19023,-122.92867
6/17/2019,1:32:48,14.522,100.91,91,7.48,52.891,42.306,34379.301,34.87,7.84,1.66,1.66,0.413,0.49,1.602,6.45,0.72,-2.9,38.19024,-122.92866
6/17/2019,1:32:53,14.526,100.91,91,7.48,52.888,42.308,34377.211,34.87,7.84,1.64,1.64,0.43,0.51,1.549,6.24,0.807,-2.3,38.19027,-122.92865
6/17/2019,1:32:58,14.531,100.91,91,7.48,52.885,42.31,34375.531,34.87,7.84,1.72,1.72,0.372,0.45,1.759,7.08,0.825,-2.5,38.19029,-122.92866
6/17/2019,1:33:03,14.527,100.91,91.1,7.49,52.888,42.308,34376.957,34.87,7.84,1.78,1.78,0.319,0.4,1.71,6.88,0.831,-3,38.19032,-122.92866
6/17/2019,1:33:08,14.53,100.91,91.1,7.49,52.887,42.311,34376.395,34.87,7.84,1.8,1.8,0.384,0.46,1.488,6,0.809,-3.2,38.19033,-122.92866
6/17/2019,1:33:13,14.526,100.91,91.1,7.49,52.888,42.308,34377.043,34.87,7.84,1.89,1.89,0.264,0.34,1.628,6.56,0.799,-3.7,38.19034,-122.92866
6/17/2019,1:33:18,14.53,100.91,91.1,7.49,52.885,42.309,34375.152,34.87,7.84,1.7,1.7,0.479,0.56,1.664,6.7,0.782,-2.3,38.19035,-122.92865
6/17/2019,1:33:23,14.531,100.91,91.1,7.49,52.886,42.311,34375.934,34.87,7.84,1.59,1.59,0.439,0.52,1.659,6.68,0.702,-1.5,38.19034,-122.92866
6/17/2019,1:33:28,14.521,100.9,91,7.48,52.897,42.31,34383.371,34.88,7.84,1.69,1.69,0.445,0.52,1.566,6.31,0.787,-1.2,38.19035,-122.92866
6/17/2019,1:33:33,14.522,100.91,91.1,7.49,52.891,42.306,34379.09,34.87,7.84,1.63,1.63,0.413,0.49,1.722,6.93,0.711,-1,38.19034,-122.92867
6/17/2019,1:33:38,14.52,100.91,91.1,7.48,52.894,42.307,34381.066,34.87,7.84,1.77,1.77,0.346,0.43,1.591,6.41,0.715,-1.3,38.19035,-122.92867
6/17/2019,1:33:43,14.518,100.91,91,7.48,52.891,42.303,34379.406,34.87,7.84,1.72,1.72,0.425,0.5,1.651,6.65,0.724,-1.3,38.19034,-122.92867
6/17/2019,1:33:48,14.521,100.91,91,7.48,52.888,42.303,34377.203,34.87,7.84,1.61,1.61,0.407,0.49,1.804,7.26,0.678,-1.4,38.19034,-122.92867
6/17/2019,1:33:53,14.516,100.91,91,7.48,52.891,42.3,34379.109,34.87,7.84,1.74,1.74,0.396,0.48,1.62,6.52,0.642,-1.2,38.19033,-122.92867
6/17/2019,1:33:58,14.51,100.91,91,7.48,52.891,42.294,34379.188,34.87,7.84,1.72,1.72,0.344,0.42,1.652,6.66,0.633,-1.6,38.19033,-122.92867
6/17/2019,1:34:03,14.506,100.92,91,7.48,52.893,42.292,34380.66,34.87,7.84,1.7,1.7,0.444,0.52,1.637,6.59,0.605,-1.9,38.19032,-122.92867
6/17/2019,1:34:08,14.492,100.91,91,7.48,52.9,42.283,34385.008,34.88,7.84,1.63,1.63,0.545,0.62,1.662,6.69,0.45,-1.8,38.19031,-122.92865
6/17/2019,1:34:13,14.506,100.91,91.1,7.49,52.893,42.291,34380.359,34.87,7.84,1.65,1.65,0.312,0.39,1.682,6.78,0.409,-1.8,38.19028,-122.92863
6/17/2019,1:34:18,14.492,100.91,91.1,7.49,52.896,42.28,34382.613,34.87,7.84,1.86,1.86,0.426,0.51,1.651,6.65,0.406,-1.7,38.19026,-122.92862
6/17/2019,1:34:23,14.484,100.91,91.1,7.49,52.896,42.272,34382.637,34.87,7.84,1.65,1.65,0.366,0.45,1.523,6.14,0.395,-1.4,38.19023,-122.9286
6/17/2019,1:34:28,14.477,100.91,91.1,7.5,52.902,42.269,34386.016,34.88,7.84,1.72,1.72,0.44,0.52,1.524,6.14,0.395,-1.1,38.1902,-122.92857
6/17/2019,1:34:33,14.482,100.92,91.2,7.51,52.893,42.267,34380.684,34.87,7.84,1.76,1.76,0.373,0.45,1.49,6.01,0.413,-1.2,38.19017,-122.92856
6/17/2019,1:34:38,14.48,100.91,91.3,7.51,52.896,42.267,34382.223,34.87,7.84,1.61,1.61,0.562,0.64,1.534,6.18,0.396,-1.7,38.19014,-122.92855
6/17/2019,1:34:43,14.484,100.91,91.4,7.52,52.901,42.276,34385.801,34.88,7.84,1.58,1.58,0.43,0.51,1.493,6.02,0.4,-1.9,38.19011,-122.92854
6/17/2019,1:34:48,14.487,100.91,91.4,7.52,52.902,42.279,34386.402,34.88,7.84,1.75,1.75,0.555,0.63,1.447,5.83,0.4,-1.9,38.19008,-122.92853
6/17/2019,1:34:53,14.483,100.91,91.5,7.52,52.904,42.277,34387.285,34.88,7.84,1.6,1.6,0.458,0.54,1.638,6.6,0.447,-1.7,38.19006,-122.92852
6/17/2019,1:34:58,14.482,100.91,91.5,7.52,52.904,42.276,34387.645,34.88,7.84,1.75,1.75,0.514,0.59,1.573,6.34,0.475,-0.8,38.19004,-122.92852
6/17/2019,1:35:03,14.481,100.91,91.5,7.52,52.91,42.279,34391.281,34.88,7.84,1.64,1.64,0.437,0.52,1.544,6.22,0.586,-0.9,38.19003,-122.92853
6/17/2019,1:35:08,14.477,100.91,91.4,7.52,52.907,42.273,34389.309,34.88,7.84,1.68,1.68,0.569,0.65,1.571,6.33,0.68,-0.8,38.19003,-122.92854
6/17/2019,1:35:13,14.475,100.91,91.4,7.52,52.91,42.273,34391.18,34.88,7.84,1.69,1.69,0.473,0.55,1.476,5.95,0.724,-0.8,38.19003,-122.92854
6/17/2019,1:35:18,14.47,100.91,91.4,7.52,52.909,42.267,34390.613,34.88,7.84,1.71,1.71,0.53,0.61,1.648,6.64,0.776,-0.5,38.19003,-122.92855
6/17/2019,1:35:23,14.47,100.9,91.4,7.52,52.909,42.267,34390.926,34.88,7.84,1.67,1.67,0.472,0.55,1.709,6.88,0.799,-0.2,38.19004,-122.92856
6/17/2019,1:35:28,14.466,100.91,91.4,7.52,52.914,42.268,34394.336,34.89,7.84,1.61,1.61,0.449,0.53,1.641,6.61,0.784,-0.5,38.19005,-122.92857
6/17/2019,1:35:33,14.474,100.91,91.4,7.52,52.911,42.273,34392.094,34.88,7.84,1.66,1.66,0.521,0.6,1.77,7.13,0.792,-0.8,38.19007,-122.92858
6/17/2019,1:35:38,14.474,100.91,91.4,7.52,52.91,42.273,34391.449,34.88,7.84,1.6,1.6,0.351,0.43,1.802,7.25,0.793,-1.4,38.19008,-122.9286
6/17/2019,1:35:43,14.476,100.91,91.4,7.52,52.906,42.271,34389.004,34.88,7.84,1.57,1.57,0.403,0.48,1.579,6.36,0.8,-1.8,38.19009,-122.92861
