Date,Time,°C,kPa,DO %,DO mg/L,SPC-mS/cm,C-mS/cm,TDS mg/L,SAL-ppt,pH,FNU,NTU,BGA-PC RFU,BGA-PC ug/L,Chl RFU,Chl ug/L,DEP m,ALT m,Lat,Lon
6/16/2019,16:17:54,13.129,101.08,87,7.34,53.521,41.386,34788.457,35.28,7.76,1.4,1.4,0.358,0.44,0.755,3.07,1.437,-3,38.20943,-122.95524
6/16/2019,16:17:59,13.301,101.09,87.5,7.36,53.44,41.499,34736.289,35.23,7.77,1.21,1.21,0.346,0.43,0.825,3.34,1.78,-2.8,38.20944,-122.95525
6/16/2019,16:18:04,13.14,101.08,87.6,7.38,53.549,41.424,34807,35.31,7.77,1.19,1.19,0.517,0.6,0.855,3.47,1.957,-2.7,38.20946,-122.95527
6/16/2019,16:18:09,13.027,101.07,87.3,7.38,53.572,41.321,34822.09,35.32,7.77,1.16,1.16,0.495,0.57,0.916,3.71,1.963,-2.2,38.20947,-122.95528
6/16/2019,16:18:14,13.018,101.08,87.2,7.37,53.571,41.313,34821.207,35.32,7.77,1.09,1.09,0.501,0.58,0.8,3.25,2.039,-1.5,38.20948,-122.95531
6/16/2019,16:18:19,12.967,101.08,86.9,7.35,53.602,41.282,34841.215,35.34,7.77,1.17,1.17,0.444,0.52,0.824,3.34,2.073,-1.6,38.2095,-122.95531
6/16/2019,16:18:24,12.984,101.09,86.8,7.34,53.582,41.284,34828.137,35.32,7.77,1.35,1.35,0.518,0.6,0.758,3.08,2.399,-1.1,38.20951,-122.95533
6/16/2019,16:18:29,13.016,101.09,87,7.35,53.564,41.301,34816.828,35.31,7.77,1.16,1.16,0.357,0.44,0.859,3.48,2.458,-0.7,38.20952,-122.95535
6/16/2019,16:18:34,12.985,101.08,86.7,7.33,53.592,41.294,34834.965,35.33,7.77,1.14,1.14,0.44,0.52,0.866,3.51,2.477,-0.4,38.20954,-122.95536
6/16/2019,16:18:39,12.991,101.08,86.7,7.33,53.578,41.288,34825.543,35.32,7.78,1.13,1.13,0.314,0.39,0.806,3.27,2.151,-0.5,38.20955,-122.95538
6/16/2019,16:18:44,13.059,101.09,86.9,7.34,53.545,41.333,34804.477,35.3,7.78,1.12,1.12,0.429,0.51,0.899,3.64,1.739,-0.3,38.20956,-122.9554
6/16/2019,16:18:49,13.087,101.08,87,7.34,53.548,41.363,34806.219,35.3,7.78,1.3,1.3,0.408,0.49,0.71,2.89,1.347,-0.4,38.20958,-122.95541
6/16/2019,16:18:54,13.468,101.09,88,7.38,53.339,41.584,34670.637,35.16,7.78,1.32,1.32,0.368,0.45,0.74,3.01,0.8,-0.7,38.20959,-122.95543
6/16/2019,16:25:20,14.038,101.09,93,7.71,53.154,42.023,34550.328,35.05,7.72,1.48,1.48,0.375,0.46,1.085,4.39,0.752,-5.8,38.20617,-122.94992
6/16/2019,16:25:25,14.041,101.08,91.5,7.58,53.143,42.026,34543.199,35.04,7.74,1.62,1.62,0.499,0.58,1.204,4.86,1.048,-5.6,38.20619,-122.94993
6/16/2019,16:25:30,13.662,101.09,90,7.52,53.302,41.759,34646.023,35.14,7.76,1.54,1.54,0.451,0.53,1.216,4.91,1.87,-5.6,38.20621,-122.94993
6/16/2019,16:25:35,13.52,101.09,88.7,7.42,53.338,41.659,34669.578,35.17,7.76,1.51,1.51,0.389,0.47,1.065,4.31,2.626,-5.2,38.20622,-122.94994
6/16/2019,16:25:40,13.173,101.08,87.3,7.35,53.502,41.416,34776.219,35.27,7.77,1.48,1.48,0.613,0.69,0.915,3.71,3.445,-5.1,38.20624,-122.94994
6/16/2019,16:25:45,13.072,101.09,86.3,7.29,53.53,41.334,34794.527,35.29,7.77,1.29,1.29,0.51,0.59,0.823,3.34,3.528,-4.7,38.20626,-122.94995
6/16/2019,16:25:50,12.994,101.09,85.4,7.22,53.552,41.275,34809.117,35.3,7.77,1.26,1.26,0.537,0.62,1.036,4.19,3.558,-4,38.20627,-122.94997
6/16/2019,16:25:55,12.933,101.08,84.8,7.18,53.578,41.229,34825.789,35.32,7.78,1.24,1.24,0.466,0.55,0.9,3.65,3.658,-3.8,38.20628,-122.94997
6/16/2019,16:26:00,12.819,101.09,84.2,7.14,53.62,41.148,34852.832,35.34,7.78,1.13,1.13,0.363,0.44,0.918,3.72,3.755,-2.9,38.2063,-122.94998
6/16/2019,16:26:05,12.785,101.09,83.9,7.12,53.631,41.119,34860.156,35.35,7.78,1.16,1.16,0.446,0.53,0.965,3.9,3.798,-3,38.20631,-122.94999
6/16/2019,16:26:10,12.804,101.09,83.6,7.1,53.63,41.135,34859.609,35.35,7.78,1.25,1.25,0.408,0.49,0.839,3.4,3.842,-3.1,38.20632,-122.95
6/16/2019,16:26:15,12.797,101.09,83.5,7.09,53.621,41.123,34853.637,35.34,7.78,1.22,1.22,0.281,0.36,0.864,3.5,3.899,-3.8,38.20633,-122.95
6/16/2019,16:26:20,12.779,101.09,83.3,7.07,53.632,41.113,34861.047,35.35,7.78,1.14,1.14,0.328,0.41,0.741,3.01,3.93,-4.1,38.20634,-122.95001
6/16/2019,16:26:25,12.769,101.09,83.2,7.07,53.636,41.106,34863.281,35.35,7.77,1.22,1.22,0.282,0.36,0.793,3.22,3.814,-4,38.20635,-122.95003
6/16/2019,16:26:30,12.785,101.09,83.2,7.06,53.618,41.108,34851.512,35.34,7.77,1.34,1.34,0.383,0.46,0.752,3.05,3.008,-4,38.20636,-122.95004
6/16/2019,16:26:35,12.884,101.08,83.3,7.06,53.535,41.145,34797.57,35.28,7.77,1.24,1.24,0.373,0.45,0.868,3.52,2.807,-3.6,38.20636,-122.95005
6/16/2019,16:26:40,12.973,101.08,83.7,7.08,53.542,41.242,34802.27,35.29,7.78,1.19,1.19,0.43,0.51,0.891,3.61,2.237,-2.9,38.20637,-122.95006
6/16/2019,16:26:45,13.008,101.09,83.9,7.09,53.529,41.268,34793.547,35.28,7.78,1.14,1.14,0.375,0.45,0.763,3.1,1.83,-2.6,38.20638,-122.95007
6/16/2019,16:26:50,13.441,101.08,85.4,7.18,53.206,41.429,34583.988,35.06,7.78,1.6,1.6,0.471,0.55,1.044,4.22,0.984,-2.4,38.20639,-122.95008
6/16/2019,16:26:55,13.693,101.09,85.9,7.17,53.286,41.778,34636.063,35.13,7.78,1.54,1.54,0.499,0.58,0.893,3.62,0.82,-2.4,38.2064,-122.95009
6/16/2019,16:39:51,13.503,101.09,87.7,7.34,53.4,41.674,34709.723,35.21,7.8,1.62,1.62,0.492,0.57,0.927,3.75,3.787,-3.8,38.19496,-122.94632
6/16/2019,16:39:56,13.301,101.09,87,7.31,53.509,41.554,34780.777,35.28,7.79,1.41,1.41,0.373,0.45,0.732,2.97,3.824,-4.4,38.19497,-122.9463
6/16/2019,16:40:01,13.301,101.1,86.6,7.28,53.498,41.544,34773.906,35.27,7.79,1.45,1.45,0.414,0.49,0.798,3.24,3.83,-4.5,38.19497,-122.9463
6/16/2019,16:40:06,13.248,101.09,86.2,7.25,53.515,41.503,34784.629,35.28,7.79,2.12,2.12,0.28,0.36,0.705,2.87,3.856,-4.4,38.19497,-122.94629
6/16/2019,16:40:11,13.358,101.09,86.2,7.24,53.462,41.573,34750.184,35.25,7.79,1.42,1.42,0.248,0.33,0.892,3.61,3.87,-4.3,38.19497,-122.94627
6/16/2019,16:40:16,13.389,101.1,86,7.21,53.408,41.563,34715.121,35.21,7.79,1.48,1.48,0.463,0.54,0.787,3.19,3.87,-4.2,38.19498,-122.94626
6/16/2019,16:40:21,13.153,101.1,85.8,7.23,53.537,41.424,34798.734,35.3,7.79,1.45,1.45,0.437,0.52,0.664,2.7,3.846,-4.3,38.19498,-122.94624
6/16/2019,16:40:26,13.161,101.1,85.4,7.2,53.526,41.422,34791.672,35.29,7.79,1.61,1.61,0.442,0.52,0.749,3.04,3.825,-4.3,38.19498,-122.94623
6/16/2019,16:40:31,13.206,101.1,85.3,7.18,53.5,41.448,34775.016,35.27,7.79,1.5,1.5,0.403,0.48,0.798,3.24,3.82,-4.4,38.19498,-122.94621
6/16/2019,16:40:36,13.214,101.1,85.3,7.18,53.507,41.462,34779.648,35.28,7.79,1.43,1.43,0.364,0.44,0.77,3.13,3.811,-4.4,38.19498,-122.9462
6/16/2019,16:40:41,13.228,101.09,85.2,7.17,53.51,41.478,34781.211,35.28,7.79,1.53,1.53,0.379,0.46,0.848,3.44,3.819,-4.6,38.19498,-122.94618
6/16/2019,16:40:46,13.207,101.09,85.1,7.17,53.498,41.447,34773.664,35.27,7.79,1.39,1.39,0.406,0.49,0.72,2.93,3.799,-4.4,38.19498,-122.94617
6/16/2019,16:40:51,13.239,101.08,85.2,7.17,53.483,41.469,34764.109,35.26,7.79,1.51,1.51,0.62,0.7,0.843,3.42,3.769,-4.4,38.19498,-122.94615
6/16/2019,16:40:56,13.26,101.1,85.2,7.17,53.481,41.488,34762.738,35.26,7.79,1.39,1.39,0.307,0.39,0.905,3.67,3.661,-4.4,38.19498,-122.94613
6/16/2019,16:41:01,13.296,101.1,85.3,7.17,53.452,41.503,34744.07,35.24,7.79,1.56,1.56,0.408,0.49,0.786,3.19,3.589,-4.5,38.19499,-122.94611
6/16/2019,16:41:06,13.305,101.1,85.4,7.18,53.464,41.522,34751.445,35.25,7.79,1.55,1.55,0.434,0.51,0.95,3.84,3.619,-4.5,38.19499,-122.94609
6/16/2019,16:41:11,13.267,101.09,85.4,7.18,53.485,41.499,34765.371,35.26,7.78,1.56,1.56,0.419,0.5,0.887,3.59,3.685,-4.3,38.195,-122.94608
6/16/2019,16:41:16,13.332,101.09,85.5,7.18,53.457,41.544,34747.023,35.24,7.78,1.36,1.36,0.399,0.48,0.884,3.58,3.755,-3.8,38.19501,-122.94606
6/16/2019,16:41:21,13.264,101.1,85.4,7.18,53.482,41.494,34763.293,35.26,7.78,1.57,1.57,0.512,0.59,0.741,3.01,3.761,-4,38.19501,-122.94605
6/16/2019,16:41:26,13.269,101.1,85.3,7.18,53.482,41.499,34763.547,35.26,7.78,1.58,1.58,0.388,0.47,0.682,2.77,3.732,-4.2,38.19503,-122.94604
6/16/2019,16:41:31,13.349,101.1,85.5,7.18,53.441,41.543,34736.457,35.23,7.78,1.42,1.42,0.376,0.46,0.868,3.52,3.719,-4.4,38.19503,-122.94602
6/16/2019,16:41:36,13.374,101.09,85.7,7.19,53.435,41.573,34732.996,35.23,7.78,1.59,1.59,0.505,0.58,0.894,3.62,3.709,-4.7,38.19505,-122.94601
6/16/2019,16:41:41,13.382,101.1,85.8,7.2,53.427,41.571,34727.324,35.22,7.78,1.53,1.53,0.359,0.44,0.841,3.41,3.683,-4.8,38.19506,-122.94599
6/16/2019,16:41:46,13.405,101.09,85.9,7.21,53.431,41.597,34730.152,35.23,7.78,1.59,1.59,0.477,0.56,0.925,3.75,3.646,-4.7,38.19507,-122.94598
6/16/2019,16:41:51,13.61,101.09,86.6,7.24,53.342,41.737,34672.266,35.17,7.79,1.64,1.64,0.403,0.48,1.012,4.09,3.228,-4.6,38.19508,-122.94597
6/16/2019,16:41:56,13.809,101.1,87.2,7.26,53.261,41.869,34619.477,35.12,7.79,1.52,1.52,0.5,0.58,1.281,5.17,1.944,-4.6,38.1951,-122.94596
6/16/2019,16:42:01,14.09,101.1,88,7.29,53.12,42.051,34528.297,35.03,7.79,1.66,1.66,0.462,0.54,1.135,4.59,0.871,-4.7,38.19511,-122.94595
6/16/2019,16:42:06,14.084,101.09,88.3,7.31,53.127,42.051,34532.742,35.03,7.79,1.72,1.72,0.409,0.49,0.996,4.03,0.486,-4.5,38.19512,-122.94594
6/16/2019,16:42:11,14.044,101.09,88.4,7.33,53.151,42.025,34547.871,35.05,7.79,1.52,1.52,0.535,0.61,1.111,4.49,0.53,-4.3,38.19513,-122.94593
6/16/2019,16:42:16,14.012,101.09,88.4,7.33,53.177,42.017,34565.18,35.07,7.79,1.62,1.62,0.539,0.62,1.134,4.58,0.552,-5.5,38.19515,-122.94592
6/16/2019,16:42:21,14.112,101.09,88.5,7.33,53.107,42.063,34519.664,35.02,7.8,1.64,1.64,0.495,0.57,1.08,4.36,0.586,-5.1,38.19516,-122.94591
6/16/2019,16:51:46,13.254,101.08,84.5,7.11,53.427,41.437,34727.762,35.22,7.79,1.45,1.45,0.478,0.56,0.93,3.77,3.5,-4,38.19603,-122.94342
6/16/2019,16:51:51,13.325,101.09,84.4,7.09,53.378,41.475,34695.805,35.19,7.79,1.35,1.35,0.261,0.34,0.818,3.32,3.505,-3.6,38.19604,-122.94341
6/16/2019,16:51:56,13.313,101.09,84.2,7.08,53.392,41.474,34704.59,35.2,7.78,1.46,1.46,0.34,0.42,0.856,3.47,3.527,-3.8,38.19604,-122.9434
6/16/2019,16:52:01,13.317,101.09,84.1,7.07,53.384,41.471,34699.727,35.19,7.78,1.46,1.46,0.437,0.52,0.903,3.66,3.58,-3.9,38.19606,-122.9434
6/16/2019,16:52:06,13.269,101.09,84,7.07,53.411,41.444,34717.41,35.21,7.78,1.51,1.51,0.369,0.45,1.017,4.11,3.613,-4.1,38.19607,-122.94339
6/16/2019,16:52:11,13.42,101.09,84.1,7.06,53.308,41.516,34650.316,35.14,7.78,1.54,1.54,0.367,0.45,0.996,4.03,3.514,-3.8,38.19608,-122.94337
6/16/2019,16:52:16,13.517,101.09,84.5,7.08,53.293,41.605,34640.66,35.13,7.78,1.76,1.76,0.531,0.61,1.011,4.09,3.459,-3.3,38.19609,-122.94337
6/16/2019,16:52:21,13.568,101.09,84.7,7.08,53.296,41.67,34642.102,35.14,7.78,1.54,1.54,0.43,0.51,1.119,4.52,3.484,-3.2,38.19611,-122.94336
6/16/2019,16:52:26,13.555,101.09,84.9,7.1,53.286,41.638,34635.668,35.13,7.78,1.67,1.67,0.392,0.47,0.976,3.95,3.531,-3,38.19613,-122.94335
6/16/2019,16:52:31,13.593,101.08,84.8,7.09,53.282,41.675,34633.348,35.13,7.78,1.5,1.5,0.554,0.63,1.035,4.19,3.558,-2.6,38.19613,-122.94334
6/16/2019,16:52:36,13.619,101.09,85.1,7.11,53.261,41.676,34619.387,35.11,7.78,1.61,1.61,0.326,0.41,1.033,4.18,3.571,-2.7,38.19614,-122.94332
6/16/2019,16:52:41,13.796,101.09,85.4,7.11,53.203,41.817,34581.734,35.08,7.78,1.76,1.76,0.397,0.48,1.157,4.67,3.543,-3.2,38.19615,-122.94331
6/16/2019,16:52:46,13.925,101.08,85.8,7.13,53.093,41.863,34510.5,35,7.78,1.8,1.8,0.361,0.44,1.194,4.82,3.549,-3.5,38.19616,-122.9433
6/16/2019,16:52:51,13.992,101.09,86.3,7.16,53.083,41.923,34504.242,34.99,7.79,1.63,1.63,0.364,0.44,1.261,5.09,3.611,-3.9,38.19616,-122.94328
6/16/2019,16:52:56,14.072,101.09,86.6,7.18,53.096,42.003,34512.23,35.01,7.79,1.69,1.69,0.51,0.59,1.186,4.79,3.633,-3.4,38.19617,-122.94327
6/16/2019,16:53:01,14.08,101.09,86.8,7.19,53.09,42.018,34508.688,35,7.79,1.9,1.9,0.411,0.49,1.237,4.99,3.6,-3.2,38.19617,-122.94325
6/16/2019,16:53:06,14.045,101.09,86.8,7.2,53.12,42.005,34527.984,35.02,7.79,1.66,1.66,0.486,0.57,1.277,5.15,3.469,-3.2,38.19617,-122.94324
6/16/2019,16:53:11,14.046,101.09,86.8,7.2,53.109,41.999,34520.926,35.02,7.79,1.64,1.64,0.495,0.57,1.264,5.1,3.405,-3.5,38.19617,-122.94322
6/16/2019,16:53:16,14.177,101.09,87.1,7.21,53.043,42.078,34478.188,34.97,7.79,1.7,1.7,0.356,0.44,1.511,6.09,3.384,-3.7,38.19618,-122.94321
6/16/2019,16:53:21,14.215,101.1,87.3,7.22,53.044,42.118,34478.871,34.97,7.79,1.66,1.66,0.416,0.5,1.242,5.01,3.413,-4,38.19618,-122.9432
6/16/2019,16:53:26,14.107,101.09,87.2,7.22,53.096,42.053,34512.664,35.01,7.79,1.57,1.57,0.379,0.46,1.051,4.25,3.449,-4.3,38.19619,-122.94318
6/16/2019,16:53:31,14.154,101.1,86.8,7.18,53.087,42.09,34506.563,35,7.79,2.44,2.44,0.357,0.44,1.163,4.7,3.37,-4.8,38.1962,-122.94317
6/16/2019,16:53:36,14.244,101.07,86.9,7.18,53.021,42.129,34463.922,34.96,7.79,4.09,4.09,0.569,0.65,1.306,5.27,3.343,-4.4,38.1962,-122.94316
6/16/2019,16:53:41,14.242,101.09,87.3,7.21,53.024,42.129,34465.754,34.96,7.79,2.52,2.52,0.538,0.62,1.289,5.2,3.508,-4.4,38.19621,-122.94315
6/16/2019,16:53:46,14.234,101.09,87.3,7.21,53.025,42.122,34466.063,34.96,7.79,3.77,3.77,0.498,0.58,1.368,5.52,3.552,-4.5,38.19621,-122.94315
6/16/2019,16:53:51,14.234,101.09,87.2,7.2,53.03,42.125,34469.184,34.96,7.79,7.89,7.89,0.438,0.52,1.536,6.19,3.388,-4.5,38.19621,-122.94316
6/16/2019,16:53:56,14.184,101.11,87.2,7.22,53.068,42.105,34494.512,34.99,7.79,1.97,1.97,0.36,0.44,1.262,5.09,1.768,-5,38.19621,-122.94316
6/16/2019,16:54:01,15.31,101.11,90.6,7.34,52.617,42.874,34201.188,34.69,7.81,2.09,2.09,0.485,0.56,2.158,8.68,0.584,-5.7,38.1962,-122.94315
6/16/2019,16:54:06,15.435,101.1,92.3,7.46,52.564,42.961,34166.496,34.66,7.81,2.09,2.09,0.531,0.61,2.045,8.23,0.405,-5.6,38.1962,-122.94315
6/16/2019,16:54:11,15.444,101.09,93.5,7.56,52.583,42.986,34178.902,34.67,7.82,2.22,2.22,0.531,0.61,2.066,8.31,0.414,-1.3,38.19619,-122.94314
6/16/2019,16:54:16,15.443,101.09,94.2,7.61,52.592,42.992,34184.84,34.68,7.82,2.07,2.07,0.634,0.71,2.032,8.18,0.415,-0.3,38.19619,-122.94313
6/16/2019,16:54:21,15.44,101.1,94.6,7.65,52.6,42.995,34189.734,34.68,7.82,2.08,2.08,0.592,0.67,2.127,8.55,0.413,-0.8,38.1962,-122.94312
6/16/2019,16:54:26,15.386,101.09,94.7,7.66,52.627,42.964,34207.719,34.7,7.83,1.93,1.93,0.532,0.61,1.879,7.56,0.419,0,38.19619,-122.94311
6/16/2019,16:54:31,15.383,101.1,94.8,7.67,52.621,42.955,34203.398,34.7,7.83,1.94,1.94,0.41,0.49,1.982,7.97,0.42,-0.2,38.19619,-122.9431
6/16/2019,17:15:41,15.868,101.09,99.4,7.97,52.454,43.305,34095.199,34.58,7.87,2.23,2.23,0.635,0.71,2.934,11.78,3.715,-8.1,38.18739,-122.92629
6/16/2019,17:15:46,15.858,101.08,99.2,7.96,52.462,43.302,34100.086,34.59,7.86,2.27,2.27,0.467,0.55,2.308,9.28,3.726,-8.1,38.18739,-122.92628
6/16/2019,17:15:51,15.745,101.08,98.2,7.89,52.52,43.236,34138.086,34.63,7.86,2.29,2.29,0.481,0.56,2.164,8.7,3.726,-8.9,38.18739,-122.92627
6/16/2019,17:15:56,15.622,101.09,96.1,7.74,52.522,43.122,34139.105,34.63,7.86,2.35,2.35,0.38,0.46,1.774,7.14,3.766,-9.1,38.18739,-122.92626
6/16/2019,17:16:01,15.455,101.08,94,7.6,52.621,43.028,34203.609,34.7,7.85,2.28,2.28,0.372,0.45,1.696,6.83,3.786,-9.3,38.18738,-122.92625
6/16/2019,17:16:06,15.406,101.08,92.7,7.5,52.567,42.935,34168.703,34.66,7.85,2.35,2.35,0.398,0.48,1.597,6.44,3.781,-9.2,38.18738,-122.92625
6/16/2019,17:16:11,15.416,101.08,91.8,7.43,52.521,42.907,34138.43,34.62,7.85,2.29,2.29,0.337,0.42,1.724,6.94,3.753,-8.9,38.18738,-122.92624
6/16/2019,17:16:16,15.407,101.08,91.3,7.39,52.514,42.892,34133.922,34.62,7.84,2.37,2.37,0.445,0.52,1.629,6.56,3.765,-8.9,38.18738,-122.92622
6/16/2019,17:16:21,15.412,101.07,91,7.37,52.511,42.894,34131.934,34.61,7.84,2.3,2.3,0.458,0.54,1.699,6.84,3.774,-8.5,38.18737,-122.92622
6/16/2019,17:16:26,15.438,101.08,91,7.36,52.492,42.905,34119.809,34.6,7.84,2.43,2.43,0.47,0.55,1.613,6.5,3.781,-7.9,38.18737,-122.92621
6/16/2019,17:16:31,15.456,101.07,91,7.35,52.492,42.923,34120.004,34.6,7.84,2.39,2.39,0.276,0.36,1.711,6.89,3.785,-7.7,38.18737,-122.9262
6/16/2019,17:16:36,15.474,101.08,90.9,7.35,52.482,42.932,34113.043,34.59,7.84,2.35,2.35,0.448,0.53,1.68,6.76,3.796,-7.9,38.18737,-122.92619
6/16/2019,17:16:41,15.475,101.08,91,7.36,52.491,42.941,34118.957,34.6,7.84,2.41,2.41,0.361,0.44,1.789,7.2,3.816,-8,38.18737,-122.92619
6/16/2019,17:16:46,15.568,101.07,91.7,7.4,52.47,43.016,34105.285,34.59,7.84,2.38,2.38,0.472,0.55,1.861,7.49,3.823,-8.6,38.18737,-122.92618
6/16/2019,17:16:51,15.562,101.08,91.9,7.41,52.501,43.037,34125.785,34.61,7.84,2.28,2.28,0.423,0.5,1.754,7.06,3.832,-8.6,38.18736,-122.92618
6/16/2019,17:16:56,15.528,101.07,91.9,7.42,52.52,43.018,34138.25,34.62,7.84,2.2,2.2,0.417,0.5,1.721,6.93,3.835,-7.4,38.18736,-122.92617
6/16/2019,17:17:01,15.531,101.07,92.1,7.43,52.519,43.021,34137.609,34.62,7.84,2.18,2.18,0.347,0.43,1.704,6.86,3.834,-7.4,38.18736,-122.92616
6/16/2019,17:17:06,15.631,101.08,92.3,7.44,52.469,43.071,34104.949,34.59,7.84,2.37,2.37,0.409,0.49,1.889,7.6,3.813,-6.9,38.18737,-122.92615
6/16/2019,17:17:11,15.804,101.08,93.6,7.52,52.43,43.217,34079.559,34.56,7.85,2.21,2.21,0.409,0.49,2.063,8.3,3.719,-6.9,38.18736,-122.92613
6/16/2019,17:17:16,15.883,101.09,95.6,7.66,52.451,43.318,34093.359,34.58,7.86,2.28,2.28,0.735,0.81,2.929,11.76,2.935,-7,38.18737,-122.92612
6/16/2019,17:17:21,15.936,101.09,97.8,7.83,52.44,43.36,34085.832,34.57,7.86,2.24,2.24,0.555,0.63,2.947,11.83,1.564,-5.9,38.18736,-122.9261
6/16/2019,17:17:26,15.942,101.1,99,7.93,52.44,43.367,34085.996,34.57,7.86,2.38,2.38,0.549,0.63,3.153,12.66,1.081,-5.7,38.18736,-122.92609
6/16/2019,17:17:31,15.942,101.09,99.7,7.98,52.439,43.366,34085.316,34.57,7.86,2.41,2.41,0.638,0.72,3.241,13.01,1.081,-5.8,38.18736,-122.92608
6/16/2019,17:17:36,15.945,101.09,100.2,8.02,52.441,43.371,34086.969,34.58,7.87,2.36,2.36,0.602,0.68,3.454,13.86,0.718,-6.1,38.18736,-122.92607
6/16/2019,17:17:41,15.947,101.1,100.5,8.05,52.445,43.377,34088.977,34.58,7.87,2.3,2.3,0.601,0.68,3.325,13.35,0.713,-5.7,38.18736,-122.92606
6/16/2019,17:17:46,15.952,101.09,100.7,8.07,52.441,43.378,34086.492,34.58,7.87,2.28,2.28,0.673,0.75,3.44,13.8,0.672,-5.6,38.18736,-122.92605
6/16/2019,17:17:51,15.951,101.08,100.9,8.07,52.442,43.378,34086.977,34.58,7.87,2.41,2.41,0.699,0.78,3.169,12.72,0.647,-5.2,38.18735,-122.92603
6/16/2019,17:17:56,15.954,101.09,101,8.09,52.44,43.38,34085.957,34.58,7.87,2.37,2.37,0.483,0.56,3.674,14.74,0.611,-5.3,38.18736,-122.92602
6/16/2019,17:18:01,15.995,101.07,101.4,8.11,52.433,43.415,34081.293,34.57,7.88,2.4,2.4,0.692,0.77,3.786,15.19,0.614,-5.7,38.18735,-122.92601
6/16/2019,17:18:06,16.072,101.08,102.2,8.16,52.417,43.479,34071.234,34.56,7.88,2.56,2.56,0.644,0.72,3.812,15.29,0.627,-2.4,38.18734,-122.92599
6/16/2019,17:18:11,16.08,101.07,102.7,8.2,52.418,43.487,34071.5,34.56,7.88,2.53,2.53,0.545,0.62,4.055,16.27,0.593,-1.7,38.18734,-122.92596
6/16/2019,17:18:16,16.097,101.08,103.3,8.25,52.417,43.503,34070.941,34.56,7.89,2.64,2.64,0.576,0.66,4.141,16.61,0.614,-1.7,38.18734,-122.92595
6/16/2019,17:18:21,16.122,101.07,103.8,8.28,52.415,43.526,34069.461,34.56,7.89,2.58,2.58,0.684,0.76,4.493,18.02,0.582,-1.2,38.18734,-122.92593
6/16/2019,17:18:26,16.132,101.07,104.2,8.31,52.403,43.528,34062.246,34.55,7.89,2.57,2.57,0.618,0.7,4.455,17.87,0.614,-0.8,38.18734,-122.92592
6/16/2019,17:18:31,16.153,101.08,104.5,8.33,52.403,43.548,34062.16,34.55,7.89,2.72,2.72,0.648,0.73,4.493,18.02,0.593,-0.3,38.18734,-122.9259
6/16/2019,17:18:36,16.168,101.07,104.7,8.35,52.406,43.565,34063.977,34.55,7.89,2.81,2.81,0.619,0.7,4.627,18.55,0.477,0,38.18733,-122.92588
6/16/2019,17:18:41,16.19,101.07,105,8.37,52.396,43.579,34057.438,34.55,7.9,2.71,2.71,0.618,0.7,4.752,19.05,0.448,-0.4,38.18734,-122.92584
6/16/2019,17:18:46,16.219,101.08,105.4,8.4,52.389,43.602,34052.934,34.54,7.9,2.65,2.65,0.703,0.78,4.998,20.04,0.47,-1.1,38.18736,-122.92581
6/16/2019,17:18:51,16.242,101.07,105.7,8.42,52.386,43.623,34051.074,34.54,7.9,2.76,2.76,0.69,0.77,5.023,20.14,0.481,-1.4,38.1874,-122.9258
6/16/2019,17:18:56,16.251,101.08,106.1,8.45,52.381,43.629,34047.699,34.54,7.9,2.86,2.86,0.744,0.82,4.898,19.64,0.51,-1.3,38.18744,-122.9258
6/16/2019,17:19:01,16.259,101.07,106.3,8.46,52.379,43.635,34046.195,34.54,7.91,2.9,2.9,0.565,0.64,4.882,19.57,0.48,-2,38.18747,-122.92583
6/16/2019,17:19:06,16.247,101.06,106.4,8.47,52.379,43.623,34046.469,34.54,7.91,2.83,2.83,0.653,0.73,5.108,20.48,0.452,-2.8,38.1875,-122.92587
6/16/2019,17:19:11,16.24,101.07,106.4,8.47,52.376,43.613,34044.324,34.53,7.91,2.94,2.94,0.715,0.8,4.884,19.58,0.423,-2.7,38.18753,-122.9259
6/16/2019,17:19:16,16.208,101.07,106.2,8.46,52.387,43.59,34051.621,34.54,7.91,2.98,2.98,0.575,0.65,4.84,19.41,0.398,-3.1,38.18757,-122.92596
6/16/2019,17:19:21,16.181,101.07,105.9,8.44,52.388,43.563,34051.973,34.54,7.91,2.93,2.93,0.644,0.72,4.482,17.97,0.379,-3.2,38.1876,-122.926
6/16/2019,17:19:26,16.134,101.07,105.4,8.41,52.381,43.512,34047.398,34.54,7.91,2.97,2.97,0.742,0.82,4.286,17.19,0.341,-3.3,38.18765,-122.92606
6/16/2019,17:19:31,16.086,101.08,104.8,8.36,52.392,43.471,34054.703,34.54,7.91,3.64,3.64,0.618,0.7,3.886,15.59,0.325,-2.9,38.18769,-122.92612
6/16/2019,17:19:36,16.005,101.06,103.9,8.31,52.242,43.274,33957.449,34.43,7.9,2.68,2.68,0.667,0.75,3.012,12.09,0.32,-3.1,38.18775,-122.92618
6/16/2019,17:19:41,15.953,101.07,102.5,8.21,52.368,43.319,34039.164,34.52,7.9,3.18,3.18,0.457,0.54,2.689,10.8,0.322,-3.2,38.18781,-122.92623
6/16/2019,17:19:46,15.96,101.07,101.6,8.13,52.403,43.356,34062.18,34.55,7.9,3.08,3.08,0.47,0.55,2.868,11.52,0.315,-3.4,38.18786,-122.92628
